,DATE_CODE,NAME,REGION,INFLUENZA_POSTIVE_CASES,WEEKLY_MAX_AQI,CATEGORY,DEFINING_PARAMETER,STATE_NAME
0,201701,Alameda,Bay Area,307.0,40.0,Good,NO2,California
57,201701,Siskiyou,Northern,41.0,66.0,Moderate,PM2.5,California
56,201701,Shasta,Northern,41.0,45.0,Good,Ozone,California
55,201701,Sacramento,Northern,41.0,56.0,Moderate,PM2.5,California
54,201701,Plumas,Northern,41.0,86.0,Moderate,PM2.5,California
53,201701,Placer,Northern,41.0,39.0,Good,Ozone,California
52,201701,Nye,Northern,41.0,15.0,Good,PM10,Nevada
51,201701,Nevada,Northern,41.0,46.0,Good,Ozone,California
58,201701,Sutter,Northern,41.0,34.0,Good,PM2.5,California
50,201701,Mendocino,Northern,41.0,56.0,Moderate,PM2.5,California
48,201701,Lincoln,Northern,41.0,83.0,Moderate,PM2.5,Montana
47,201701,Lake,Northern,41.0,146.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
46,201701,Lake,Northern,41.0,146.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
45,201701,Lake,Northern,41.0,146.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
44,201701,Lake,Northern,41.0,146.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
43,201701,Humboldt,Northern,41.0,52.0,Moderate,PM2.5,California
42,201701,Humboldt,Northern,41.0,52.0,Moderate,PM2.5,California
49,201701,Lyon,Northern,41.0,52.0,Moderate,PM2.5,Minnesota
59,201701,Tehama,Northern,41.0,32.0,Good,Ozone,California
60,201701,Trinity,Northern,41.0,95.0,Moderate,PM2.5,California
61,201701,Washoe,Northern,41.0,51.0,Moderate,PM2.5,Nevada
3640,201701,Modoc,Northern,,,,,
3692,201701,Sierra,Northern,,,,,
3744,201701,Alpine,Northern,,,,,
3796,201701,Yuba,Northern,,,,,
3848,201701,Esmeralda,Northern,,,,,
3900,201701,Eureka,Northern,,,,,
3952,201701,Lander,Northern,,,,,
4004,201701,Mineral,Northern,,,,,
4056,201701,Pershing,Northern,,,,,
4108,201701,Storey,Northern,,,,,
68,201701,Ventura,Upper Southern,104.0,48.0,Good,PM2.5,California
67,201701,Santa Barbara,Upper Southern,104.0,264.0,Very Unhealthy,PM10,California
66,201701,San Luis Obispo,Upper Southern,104.0,40.0,Good,PM2.5,California
65,201701,Los Angeles,Upper Southern,104.0,82.0,Moderate,PM2.5,California
64,201701,Kern,Upper Southern,104.0,62.0,Moderate,PM2.5,California
63,201701,Yolo,Northern,41.0,36.0,Good,PM2.5,California
62,201701,White Pine,Northern,41.0,41.0,Good,Ozone,Nevada
41,201701,Humboldt,Northern,41.0,52.0,Moderate,PM2.5,California
40,201701,Humboldt,Northern,41.0,52.0,Moderate,PM2.5,California
3588,201701,Lassen,Northern,,,,,
38,201701,Elko,Northern,41.0,9.0,Good,PM10,Nevada
16,201701,Merced,Central,43.0,62.0,Moderate,PM2.5,California
15,201701,Mariposa,Central,43.0,74.0,Moderate,Ozone,California
14,201701,Madera,Central,43.0,65.0,Moderate,PM2.5,California
13,201701,Kings,Central,43.0,70.0,Moderate,PM2.5,California
12,201701,Inyo,Central,43.0,52.0,Moderate,PM10,California
10,201701,Calaveras,Central,43.0,58.0,Moderate,PM2.5,California
9,201701,Sonoma,Bay Area,307.0,41.0,Good,PM2.5,California
17,201701,Mono,Central,43.0,1977.0,Hazardous,PM10,California
8,201701,Solano,Bay Area,307.0,46.0,Good,PM2.5,California
6,201701,Santa Clara,Bay Area,307.0,43.0,Good,PM2.5,California
5,201701,San Mateo,Bay Area,307.0,32.0,Good,NO2,California
4,201701,San Francisco,Bay Area,307.0,35.0,Good,Ozone,California
3,201701,Napa,Bay Area,307.0,57.0,Moderate,PM2.5,California
39,201701,Glenn,Northern,41.0,37.0,Good,Ozone,California
2,201701,Marin,Bay Area,307.0,36.0,Good,Ozone,California
1,201701,Contra Costa,Bay Area,307.0,47.0,Good,PM2.5,California
7,201701,Santa Cruz,Bay Area,307.0,92.0,Moderate,PM2.5,Arizona
18,201701,Monterey,Central,43.0,33.0,Good,Ozone,California
11,201701,Fresno,Central,43.0,73.0,Moderate,PM2.5,California
20,201701,San Joaquin,Central,43.0,54.0,Moderate,PM2.5,California
37,201701,El Dorado,Northern,41.0,18.0,Good,PM10,California
36,201701,Douglas,Northern,41.0,128.0,Unhealthy for Sensitive Groups,PM2.5,Nevada
35,201701,Del Norte,Northern,41.0,40.0,Good,PM2.5,California
34,201701,Colusa,Northern,41.0,34.0,Good,Ozone,California
33,201701,Clark,Northern,41.0,68.0,Moderate,PM2.5,Washington
32,201701,Churchill,Northern,41.0,38.0,Good,Ozone,Nevada
19,201701,San Benito,Central,43.0,34.0,Good,Ozone,California
30,201701,Butte,Northern,41.0,43.0,Good,PM2.5,California
29,201701,Amador,Northern,41.0,34.0,Good,Ozone,California
28,201701,San Diego,Lower Southern,175.0,67.0,Moderate,PM2.5,California
31,201701,Carson City,Northern,41.0,42.0,Good,Ozone,Nevada
24,201701,Imperial,Lower Southern,175.0,90.0,Moderate,PM2.5,California
27,201701,San Bernardino,Lower Southern,175.0,74.0,Moderate,PM2.5,California
21,201701,Stanislaus,Central,43.0,49.0,Good,PM2.5,California
26,201701,Riverside,Lower Southern,175.0,71.0,Moderate,PM2.5,California
25,201701,Orange,Lower Southern,175.0,61.0,Moderate,PM2.5,California
22,201701,Tulare,Central,43.0,64.0,Moderate,PM2.5,California
23,201701,Tuolumne,Central,43.0,41.0,Good,Ozone,California
130,201702,Washoe,Northern,39.0,44.0,Good,Ozone,Nevada
129,201702,Trinity,Northern,39.0,86.0,Moderate,PM2.5,California
128,201702,Tehama,Northern,39.0,38.0,Good,PM2.5,California
127,201702,Sutter,Northern,39.0,77.0,Moderate,PM2.5,California
126,201702,Siskiyou,Northern,39.0,31.0,Good,Ozone,California
125,201702,Shasta,Northern,39.0,48.0,Good,Ozone,California
119,201702,Mendocino,Northern,39.0,53.0,Moderate,PM2.5,California
124,201702,Sacramento,Northern,39.0,90.0,Moderate,PM2.5,California
123,201702,Plumas,Northern,39.0,71.0,Moderate,PM2.5,California
122,201702,Placer,Northern,39.0,67.0,Moderate,PM2.5,California
131,201702,White Pine,Northern,39.0,43.0,Good,Ozone,Nevada
121,201702,Nye,Northern,39.0,11.0,Good,PM10,Nevada
117,201702,Lincoln,Northern,39.0,95.0,Moderate,PM2.5,Montana
120,201702,Nevada,Northern,39.0,44.0,Good,Ozone,California
118,201702,Lyon,Northern,39.0,58.0,Moderate,PM2.5,Minnesota
132,201702,Yolo,Northern,39.0,60.0,Moderate,PM2.5,California
3901,201702,Eureka,Northern,,,,,
134,201702,Los Angeles,Upper Southern,100.0,72.0,Moderate,PM2.5,California
4109,201702,Storey,Northern,,,,,
4057,201702,Pershing,Northern,,,,,
4005,201702,Mineral,Northern,,,,,
3953,201702,Lander,Northern,,,,,
116,201702,Lake,Northern,39.0,108.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
3849,201702,Esmeralda,Northern,,,,,
133,201702,Kern,Upper Southern,100.0,61.0,Moderate,PM2.5,California
3797,201702,Yuba,Northern,,,,,
3693,201702,Sierra,Northern,,,,,
3589,201702,Lassen,Northern,,,,,
3641,201702,Modoc,Northern,,,,,
137,201702,Ventura,Upper Southern,100.0,45.0,Good,PM2.5,California
136,201702,Santa Barbara,Upper Southern,100.0,40.0,Good,Ozone,California
135,201702,San Luis Obispo,Upper Southern,100.0,51.0,Moderate,PM2.5,California
3745,201702,Alpine,Northern,,,,,
115,201702,Lake,Northern,39.0,108.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
114,201702,Lake,Northern,39.0,108.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
113,201702,Lake,Northern,39.0,108.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
88,201702,San Benito,Central,45.0,38.0,Good,Ozone,California
87,201702,Monterey,Central,45.0,39.0,Good,Ozone,California
85,201702,Merced,Central,45.0,56.0,Moderate,PM2.5,California
84,201702,Mariposa,Central,45.0,50.0,Good,PM2.5,California
83,201702,Madera,Central,45.0,55.0,Moderate,PM2.5,California
82,201702,Kings,Central,45.0,61.0,Moderate,PM2.5,California
81,201702,Inyo,Central,45.0,78.0,Moderate,PM10,California
80,201702,Fresno,Central,45.0,66.0,Moderate,PM2.5,California
79,201702,Calaveras,Central,45.0,62.0,Moderate,PM2.5,California
78,201702,Sonoma,Bay Area,282.0,54.0,Moderate,PM2.5,California
77,201702,Solano,Bay Area,282.0,62.0,Moderate,PM2.5,California
76,201702,Santa Cruz,Bay Area,282.0,63.0,Moderate,PM2.5,Arizona
75,201702,Santa Clara,Bay Area,282.0,62.0,Moderate,PM2.5,California
74,201702,San Mateo,Bay Area,282.0,49.0,Good,PM2.5,California
73,201702,San Francisco,Bay Area,282.0,57.0,Moderate,PM2.5,California
72,201702,Napa,Bay Area,282.0,75.0,Moderate,PM2.5,California
71,201702,Marin,Bay Area,282.0,56.0,Moderate,PM2.5,California
70,201702,Contra Costa,Bay Area,282.0,64.0,Moderate,PM2.5,California
69,201702,Alameda,Bay Area,282.0,68.0,Moderate,PM2.5,California
89,201702,San Joaquin,Central,45.0,71.0,Moderate,PM2.5,California
90,201702,Stanislaus,Central,45.0,68.0,Moderate,PM2.5,California
86,201702,Mono,Central,45.0,58.0,Moderate,PM10,California
92,201702,Tuolumne,Central,45.0,42.0,Good,Ozone,California
112,201702,Humboldt,Northern,39.0,52.0,Moderate,PM2.5,California
111,201702,Humboldt,Northern,39.0,52.0,Moderate,PM2.5,California
110,201702,Humboldt,Northern,39.0,52.0,Moderate,PM2.5,California
109,201702,Humboldt,Northern,39.0,52.0,Moderate,PM2.5,California
108,201702,Glenn,Northern,39.0,62.0,Moderate,PM2.5,California
107,201702,Elko,Northern,39.0,6.0,Good,PM10,Nevada
106,201702,El Dorado,Northern,39.0,13.0,Good,PM10,California
105,201702,Douglas,Northern,39.0,64.0,Moderate,PM2.5,Colorado
104,201702,Del Norte,Northern,39.0,52.0,Moderate,PM2.5,California
91,201702,Tulare,Central,45.0,62.0,Moderate,PM2.5,California
102,201702,Clark,Northern,39.0,99.0,Moderate,PM2.5,Washington
101,201702,Churchill,Northern,39.0,42.0,Good,Ozone,Nevada
103,201702,Colusa,Northern,39.0,56.0,Moderate,PM2.5,California
100,201702,Carson City,Northern,39.0,43.0,Good,Ozone,Nevada
99,201702,Butte,Northern,39.0,76.0,Moderate,PM2.5,California
98,201702,Amador,Northern,39.0,36.0,Good,Ozone,California
93,201702,Imperial,Lower Southern,153.0,63.0,Moderate,PM2.5,California
97,201702,San Diego,Lower Southern,153.0,73.0,Moderate,PM2.5,California
96,201702,San Bernardino,Lower Southern,153.0,58.0,Moderate,PM2.5,California
94,201702,Orange,Lower Southern,153.0,57.0,Moderate,PM2.5,California
95,201702,Riverside,Lower Southern,153.0,68.0,Moderate,PM2.5,California
201,201703,Yolo,Northern,25.0,107.0,Unhealthy for Sensitive Groups,PM2.5,California
200,201703,White Pine,Northern,25.0,44.0,Good,Ozone,Nevada
191,201703,Placer,Northern,25.0,59.0,Moderate,PM2.5,California
199,201703,Washoe,Northern,25.0,59.0,Moderate,PM2.5,Nevada
202,201703,Kern,Upper Southern,124.0,81.0,Moderate,PM2.5,California
194,201703,Shasta,Northern,25.0,48.0,Good,Ozone,California
192,201703,Plumas,Northern,25.0,84.0,Moderate,PM2.5,California
197,201703,Tehama,Northern,25.0,66.0,Moderate,PM2.5,California
196,201703,Sutter,Northern,25.0,82.0,Moderate,PM2.5,California
193,201703,Sacramento,Northern,25.0,82.0,Moderate,PM2.5,California
195,201703,Siskiyou,Northern,25.0,52.0,Moderate,PM2.5,California
198,201703,Trinity,Northern,25.0,104.0,Unhealthy for Sensitive Groups,PM2.5,California
203,201703,Los Angeles,Upper Southern,124.0,72.0,Moderate,PM2.5,California
3798,201703,Yuba,Northern,,,,,
205,201703,Santa Barbara,Upper Southern,124.0,45.0,Good,PM10,California
206,201703,Ventura,Upper Southern,124.0,41.0,Good,PM2.5,California
4110,201703,Storey,Northern,,,,,
4058,201703,Pershing,Northern,,,,,
4006,201703,Mineral,Northern,,,,,
3954,201703,Lander,Northern,,,,,
3902,201703,Eureka,Northern,,,,,
3850,201703,Esmeralda,Northern,,,,,
190,201703,Nye,Northern,25.0,11.0,Good,PM10,Nevada
3746,201703,Alpine,Northern,,,,,
3694,201703,Sierra,Northern,,,,,
3642,201703,Modoc,Northern,,,,,
204,201703,San Luis Obispo,Upper Southern,124.0,55.0,Moderate,PM2.5,California
189,201703,Nevada,Northern,25.0,50.0,Good,PM2.5,California
3590,201703,Lassen,Northern,,,,,
187,201703,Lyon,Northern,25.0,58.0,Moderate,PM2.5,Minnesota
140,201703,Marin,Bay Area,169.0,81.0,Moderate,PM2.5,California
141,201703,Napa,Bay Area,169.0,79.0,Moderate,PM2.5,California
142,201703,San Francisco,Bay Area,169.0,82.0,Moderate,PM2.5,California
143,201703,San Mateo,Bay Area,169.0,65.0,Moderate,PM2.5,California
144,201703,Santa Clara,Bay Area,169.0,76.0,Moderate,PM2.5,California
145,201703,Santa Cruz,Bay Area,169.0,65.0,Moderate,PM2.5,Arizona
146,201703,Solano,Bay Area,169.0,73.0,Moderate,PM2.5,California
147,201703,Sonoma,Bay Area,169.0,67.0,Moderate,PM2.5,California
148,201703,Calaveras,Central,56.0,63.0,Moderate,PM2.5,California
149,201703,Fresno,Central,56.0,96.0,Moderate,PM2.5,California
150,201703,Inyo,Central,56.0,41.0,Good,Ozone,California
151,201703,Kings,Central,56.0,80.0,Moderate,PM2.5,California
152,201703,Madera,Central,56.0,79.0,Moderate,PM2.5,California
153,201703,Mariposa,Central,56.0,45.0,Good,PM2.5,California
139,201703,Contra Costa,Bay Area,169.0,83.0,Moderate,PM2.5,California
154,201703,Merced,Central,56.0,77.0,Moderate,PM2.5,California
156,201703,Monterey,Central,56.0,47.0,Good,PM2.5,California
157,201703,San Benito,Central,56.0,40.0,Good,Ozone,California
158,201703,San Joaquin,Central,56.0,82.0,Moderate,PM2.5,California
159,201703,Stanislaus,Central,56.0,86.0,Moderate,PM2.5,California
160,201703,Tulare,Central,56.0,84.0,Moderate,PM2.5,California
161,201703,Tuolumne,Central,56.0,44.0,Good,Ozone,California
162,201703,Imperial,Lower Southern,119.0,65.0,Moderate,PM2.5,California
163,201703,Orange,Lower Southern,119.0,64.0,Moderate,PM2.5,California
164,201703,Riverside,Lower Southern,119.0,67.0,Moderate,PM2.5,California
165,201703,San Bernardino,Lower Southern,119.0,65.0,Moderate,PM2.5,California
166,201703,San Diego,Lower Southern,119.0,66.0,Moderate,PM2.5,California
167,201703,Amador,Northern,25.0,39.0,Good,Ozone,California
168,201703,Butte,Northern,25.0,109.0,Unhealthy for Sensitive Groups,PM2.5,California
169,201703,Carson City,Northern,25.0,45.0,Good,PM2.5,Nevada
155,201703,Mono,Central,56.0,54.0,Moderate,PM10,California
138,201703,Alameda,Bay Area,169.0,85.0,Moderate,PM2.5,California
188,201703,Mendocino,Northern,25.0,59.0,Moderate,PM2.5,California
185,201703,Lake,Northern,25.0,153.0,Unhealthy,PM2.5,Oregon
186,201703,Lincoln,Northern,25.0,109.0,Unhealthy for Sensitive Groups,PM2.5,Montana
184,201703,Lake,Northern,25.0,153.0,Unhealthy,PM2.5,Oregon
183,201703,Lake,Northern,25.0,153.0,Unhealthy,PM2.5,Oregon
182,201703,Lake,Northern,25.0,153.0,Unhealthy,PM2.5,Oregon
181,201703,Humboldt,Northern,25.0,64.0,Moderate,PM2.5,California
180,201703,Humboldt,Northern,25.0,64.0,Moderate,PM2.5,California
179,201703,Humboldt,Northern,25.0,64.0,Moderate,PM2.5,California
178,201703,Humboldt,Northern,25.0,64.0,Moderate,PM2.5,California
177,201703,Glenn,Northern,25.0,76.0,Moderate,PM2.5,California
176,201703,Elko,Northern,25.0,11.0,Good,PM10,Nevada
175,201703,El Dorado,Northern,25.0,19.0,Good,PM10,California
174,201703,Douglas,Northern,25.0,117.0,Unhealthy for Sensitive Groups,PM2.5,Nevada
173,201703,Del Norte,Northern,25.0,58.0,Moderate,PM2.5,California
172,201703,Colusa,Northern,25.0,68.0,Moderate,PM2.5,California
170,201703,Churchill,Northern,25.0,46.0,Good,Ozone,Nevada
171,201703,Clark,Northern,25.0,63.0,Moderate,PM2.5,Ohio
210,201704,Napa,Bay Area,165.0,67.0,Moderate,PM2.5,California
274,201704,Santa Barbara,Upper Southern,87.0,44.0,Good,Ozone,California
275,201704,Ventura,Upper Southern,87.0,44.0,Good,Ozone,California
4111,201704,Storey,Northern,,,,,
222,201704,Mariposa,Central,98.0,47.0,Good,PM2.5,California
221,201704,Madera,Central,98.0,65.0,Moderate,PM2.5,California
4059,201704,Pershing,Northern,,,,,
220,201704,Kings,Central,98.0,99.0,Moderate,PM2.5,California
219,201704,Inyo,Central,98.0,42.0,Good,Ozone,California
3643,201704,Modoc,Northern,,,,,
4007,201704,Mineral,Northern,,,,,
218,201704,Fresno,Central,98.0,96.0,Moderate,PM2.5,California
3591,201704,Lassen,Northern,,,,,
217,201704,Calaveras,Central,98.0,58.0,Moderate,PM2.5,California
3747,201704,Alpine,Northern,,,,,
3955,201704,Lander,Northern,,,,,
215,201704,Solano,Bay Area,165.0,60.0,Moderate,PM2.5,California
3695,201704,Sierra,Northern,,,,,
3903,201704,Eureka,Northern,,,,,
214,201704,Santa Cruz,Bay Area,165.0,56.0,Moderate,PM2.5,Arizona
213,201704,Santa Clara,Bay Area,165.0,99.0,Moderate,PM2.5,California
212,201704,San Mateo,Bay Area,165.0,52.0,Moderate,PM2.5,California
3851,201704,Esmeralda,Northern,,,,,
273,201704,San Luis Obispo,Upper Southern,87.0,62.0,Moderate,PM2.5,California
211,201704,San Francisco,Bay Area,165.0,51.0,Moderate,PM2.5,California
207,201704,Alameda,Bay Area,165.0,65.0,Moderate,PM2.5,California
3799,201704,Yuba,Northern,,,,,
208,201704,Contra Costa,Bay Area,165.0,56.0,Moderate,PM2.5,California
209,201704,Marin,Bay Area,165.0,42.0,Good,PM2.5,California
216,201704,Sonoma,Bay Area,165.0,56.0,Moderate,PM2.5,California
272,201704,Los Angeles,Upper Southern,87.0,75.0,Moderate,PM2.5,California
223,201704,Merced,Central,98.0,87.0,Moderate,PM2.5,California
270,201704,Yolo,Northern,14.0,35.0,Good,Ozone,California
247,201704,Humboldt,Northern,14.0,70.0,Moderate,PM2.5,California
246,201704,Glenn,Northern,14.0,53.0,Moderate,PM2.5,California
271,201704,Kern,Upper Southern,87.0,124.0,Unhealthy for Sensitive Groups,PM2.5,California
244,201704,El Dorado,Northern,14.0,27.0,Good,PM10,California
243,201704,Douglas,Northern,14.0,78.0,Moderate,PM2.5,Nevada
242,201704,Del Norte,Northern,14.0,58.0,Moderate,PM2.5,California
241,201704,Colusa,Northern,14.0,36.0,Good,Ozone,California
240,201704,Clark,Northern,14.0,77.0,Moderate,PM2.5,Washington
239,201704,Churchill,Northern,14.0,39.0,Good,Ozone,Nevada
238,201704,Carson City,Northern,14.0,60.0,Moderate,PM2.5,Nevada
237,201704,Butte,Northern,14.0,74.0,Moderate,PM2.5,California
248,201704,Humboldt,Northern,14.0,70.0,Moderate,PM2.5,California
236,201704,Amador,Northern,14.0,32.0,Good,Ozone,California
234,201704,San Bernardino,Lower Southern,88.0,66.0,Moderate,PM2.5,California
233,201704,Riverside,Lower Southern,88.0,59.0,Moderate,PM2.5,California
232,201704,Orange,Lower Southern,88.0,63.0,Moderate,PM2.5,New York
231,201704,Imperial,Lower Southern,88.0,50.0,Good,PM10,California
230,201704,Tuolumne,Central,98.0,40.0,Good,Ozone,California
229,201704,Tulare,Central,98.0,88.0,Moderate,PM2.5,California
228,201704,Stanislaus,Central,98.0,86.0,Moderate,PM2.5,California
227,201704,San Joaquin,Central,98.0,74.0,Moderate,PM2.5,California
226,201704,San Benito,Central,98.0,36.0,Good,Ozone,California
225,201704,Monterey,Central,98.0,37.0,Good,Ozone,California
224,201704,Mono,Central,98.0,62.0,Moderate,PM10,California
235,201704,San Diego,Lower Southern,88.0,73.0,Moderate,PM2.5,California
249,201704,Humboldt,Northern,14.0,70.0,Moderate,PM2.5,California
245,201704,Elko,Northern,14.0,11.0,Good,PM10,Nevada
251,201704,Lake,Northern,14.0,137.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
269,201704,White Pine,Northern,14.0,44.0,Good,Ozone,Nevada
268,201704,Washoe,Northern,14.0,76.0,Moderate,PM2.5,Nevada
267,201704,Trinity,Northern,14.0,69.0,Moderate,PM2.5,California
266,201704,Tehama,Northern,14.0,32.0,Good,Ozone,California
265,201704,Sutter,Northern,14.0,89.0,Moderate,PM2.5,California
264,201704,Siskiyou,Northern,14.0,54.0,Moderate,PM2.5,California
263,201704,Shasta,Northern,14.0,44.0,Good,Ozone,California
250,201704,Humboldt,Northern,14.0,70.0,Moderate,PM2.5,California
261,201704,Plumas,Northern,14.0,90.0,Moderate,PM2.5,California
260,201704,Placer,Northern,14.0,45.0,Good,PM2.5,California
259,201704,Nye,Northern,14.0,11.0,Good,PM10,Nevada
262,201704,Sacramento,Northern,14.0,105.0,Unhealthy for Sensitive Groups,PM2.5,California
257,201704,Mendocino,Northern,14.0,57.0,Moderate,PM2.5,California
256,201704,Lyon,Northern,14.0,43.0,Good,PM2.5,Minnesota
255,201704,Lincoln,Northern,14.0,82.0,Moderate,PM2.5,Montana
254,201704,Lake,Northern,14.0,137.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
258,201704,Nevada,Northern,14.0,64.0,Moderate,PM2.5,California
253,201704,Lake,Northern,14.0,137.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
252,201704,Lake,Northern,14.0,137.0,Unhealthy for Sensitive Groups,PM2.5,Oregon
3748,201705,Alpine,Northern,,,,,
341,201705,Los Angeles,Upper Southern,83.0,77.0,Moderate,NO2,California
342,201705,San Luis Obispo,Upper Southern,83.0,47.0,Good,Ozone,California
343,201705,Santa Barbara,Upper Southern,83.0,127.0,Unhealthy for Sensitive Groups,PM10,California
344,201705,Ventura,Upper Southern,83.0,61.0,Moderate,PM2.5,California
3852,201705,Esmeralda,Northern,,,,,
3592,201705,Lassen,Northern,,,,,
3904,201705,Eureka,Northern,,,,,
3644,201705,Modoc,Northern,,,,,
340,201705,Kern,Upper Southern,83.0,131.0,Unhealthy for Sensitive Groups,PM2.5,California
3800,201705,Yuba,Northern,,,,,
4060,201705,Pershing,Northern,,,,,
3956,201705,Lander,Northern,,,,,
3696,201705,Sierra,Northern,,,,,
4008,201705,Mineral,Northern,,,,,
4112,201705,Storey,Northern,,,,,
338,201705,White Pine,Northern,13.0,46.0,Good,Ozone,Nevada
339,201705,Yolo,Northern,13.0,52.0,Moderate,PM2.5,California
336,201705,Trinity,Northern,13.0,96.0,Moderate,PM2.5,California
304,201705,San Diego,Lower Southern,121.0,78.0,Moderate,PM2.5,California
305,201705,Amador,Northern,13.0,39.0,Good,Ozone,California
306,201705,Butte,Northern,13.0,91.0,Moderate,PM2.5,California
307,201705,Carson City,Northern,13.0,71.0,Moderate,PM2.5,Nevada
308,201705,Churchill,Northern,13.0,45.0,Good,Ozone,Nevada
309,201705,Clark,Northern,13.0,129.0,Unhealthy for Sensitive Groups,PM2.5,Nevada
310,201705,Colusa,Northern,13.0,48.0,Good,PM2.5,California
311,201705,Del Norte,Northern,13.0,41.0,Good,PM2.5,California
312,201705,Douglas,Northern,13.0,78.0,Moderate,PM2.5,Nevada
313,201705,El Dorado,Northern,13.0,46.0,Good,Ozone,California
314,201705,Elko,Northern,13.0,27.0,Good,PM10,Nevada
303,201705,San Bernardino,Lower Southern,121.0,82.0,Moderate,PM2.5,California
315,201705,Glenn,Northern,13.0,54.0,Moderate,PM2.5,California
317,201705,Humboldt,Northern,13.0,66.0,Moderate,PM2.5,California
318,201705,Humboldt,Northern,13.0,66.0,Moderate,PM2.5,California
319,201705,Humboldt,Northern,13.0,66.0,Moderate,PM2.5,California
320,201705,Lake,Northern,13.0,162.0,Unhealthy,PM2.5,Oregon
321,201705,Lake,Northern,13.0,162.0,Unhealthy,PM2.5,Oregon
322,201705,Lake,Northern,13.0,162.0,Unhealthy,PM2.5,Oregon
323,201705,Lake,Northern,13.0,162.0,Unhealthy,PM2.5,Oregon
324,201705,Lincoln,Northern,13.0,68.0,Moderate,PM2.5,Montana
325,201705,Lyon,Northern,13.0,44.0,Good,Ozone,Nevada
326,201705,Mendocino,Northern,13.0,58.0,Moderate,PM2.5,California
327,201705,Nevada,Northern,13.0,50.0,Good,PM2.5,California
316,201705,Humboldt,Northern,13.0,66.0,Moderate,PM2.5,California
328,201705,Nye,Northern,13.0,21.0,Good,PM10,Nevada
302,201705,Riverside,Lower Southern,121.0,87.0,Moderate,PM2.5,California
300,201705,Imperial,Lower Southern,121.0,100.0,Moderate,PM2.5,California
276,201705,Alameda,Bay Area,83.0,87.0,Moderate,PM2.5,California
277,201705,Contra Costa,Bay Area,83.0,90.0,Moderate,PM2.5,California
278,201705,Marin,Bay Area,83.0,70.0,Moderate,PM2.5,California
279,201705,Napa,Bay Area,83.0,62.0,Moderate,PM2.5,California
280,201705,San Francisco,Bay Area,83.0,80.0,Moderate,PM2.5,California
281,201705,San Mateo,Bay Area,83.0,70.0,Moderate,PM2.5,California
282,201705,Santa Clara,Bay Area,83.0,75.0,Moderate,PM2.5,California
283,201705,Santa Cruz,Bay Area,83.0,71.0,Moderate,PM2.5,Arizona
284,201705,Solano,Bay Area,83.0,67.0,Moderate,PM2.5,California
285,201705,Sonoma,Bay Area,83.0,68.0,Moderate,PM2.5,California
286,201705,Calaveras,Central,35.0,56.0,Moderate,PM2.5,California
301,201705,Orange,Lower Southern,121.0,89.0,Moderate,PM2.5,Florida
287,201705,Fresno,Central,35.0,112.0,Unhealthy for Sensitive Groups,PM2.5,California
289,201705,Kings,Central,35.0,127.0,Unhealthy for Sensitive Groups,PM2.5,California
290,201705,Madera,Central,35.0,96.0,Moderate,PM2.5,California
291,201705,Mariposa,Central,35.0,42.0,Good,Ozone,California
292,201705,Merced,Central,35.0,110.0,Unhealthy for Sensitive Groups,PM2.5,California
293,201705,Mono,Central,35.0,63.0,Moderate,PM10,California
294,201705,Monterey,Central,35.0,43.0,Good,Ozone,California
295,201705,San Benito,Central,35.0,45.0,Good,Ozone,California
296,201705,San Joaquin,Central,35.0,137.0,Unhealthy for Sensitive Groups,PM2.5,California
297,201705,Stanislaus,Central,35.0,137.0,Unhealthy for Sensitive Groups,PM2.5,California
298,201705,Tulare,Central,35.0,102.0,Unhealthy for Sensitive Groups,PM2.5,California
299,201705,Tuolumne,Central,35.0,44.0,Good,Ozone,California
288,201705,Inyo,Central,35.0,45.0,Good,Ozone,California
337,201705,Washoe,Northern,13.0,99.0,Moderate,PM2.5,Nevada
329,201705,Placer,Northern,13.0,71.0,Moderate,PM2.5,California
330,201705,Plumas,Northern,13.0,149.0,Unhealthy for Sensitive Groups,PM2.5,California
335,201705,Tehama,Northern,13.0,45.0,Good,PM2.5,California
334,201705,Sutter,Northern,13.0,101.0,Unhealthy for Sensitive Groups,PM2.5,California
333,201705,Siskiyou,Northern,13.0,58.0,Moderate,PM2.5,California
332,201705,Shasta,Northern,13.0,54.0,Moderate,PM2.5,California
331,201705,Sacramento,Northern,13.0,101.0,Unhealthy for Sensitive Groups,PM2.5,California
360,201706,Mariposa,Central,50.0,45.0,Good,Ozone,California
361,201706,Merced,Central,50.0,52.0,Moderate,PM2.5,California
362,201706,Mono,Central,50.0,33.0,Good,PM10,California
363,201706,Monterey,Central,50.0,38.0,Good,Ozone,California
3853,201706,Esmeralda,Northern,,,,,
364,201706,San Benito,Central,50.0,38.0,Good,Ozone,California
