,DATE_CODE,NAME,REGION,INFLUENZA_POSTIVE_CASES,WEEKLY_MAX_AQI,CATEGORY,DEFINING_PARAMETER,STATE_NAME
2778,201741,Monterey,Central,7.0,87.0,Moderate,PM2.5,California
2781,201741,Stanislaus,Central,7.0,127.0,Unhealthy for Sensitive Groups,PM2.5,California
2780,201741,San Joaquin,Central,7.0,146.0,Unhealthy for Sensitive Groups,PM2.5,California
2784,201741,Imperial,Lower Southern,13.0,89.0,Moderate,PM10,California
2785,201741,Orange,Lower Southern,13.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
2795,201741,Del Norte,Northern,3.0,61.0,Moderate,PM2.5,California
2787,201741,San Bernardino,Lower Southern,13.0,97.0,Moderate,Ozone,California
2788,201741,San Diego,Lower Southern,13.0,136.0,Unhealthy for Sensitive Groups,Ozone,California
2789,201741,Amador,Northern,3.0,47.0,Good,Ozone,California
2790,201741,Butte,Northern,3.0,154.0,Unhealthy,PM2.5,California
2791,201741,Carson City,Northern,3.0,50.0,Good,Ozone,Nevada
2792,201741,Churchill,Northern,3.0,46.0,Good,Ozone,Nevada
2793,201741,Clark,Northern,3.0,75.0,Moderate,PM2.5,Nevada
2794,201741,Colusa,Northern,3.0,193.0,Unhealthy,PM2.5,California
2776,201741,Merced,Central,7.0,130.0,Unhealthy for Sensitive Groups,PM2.5,California
2786,201741,Riverside,Lower Southern,13.0,149.0,Unhealthy for Sensitive Groups,PM10,California
2775,201741,Mariposa,Central,7.0,114.0,Unhealthy for Sensitive Groups,PM2.5,California
2798,201741,Elko,Northern,3.0,43.0,Good,PM10,Nevada
2773,201741,Kings,Central,7.0,112.0,Unhealthy for Sensitive Groups,PM10,California
3732,201741,Sierra,Northern,,,,,
3680,201741,Modoc,Northern,,,,,
3628,201741,Lassen,Northern,,,,,
3784,201741,Alpine,Northern,,,,,
3836,201741,Yuba,Northern,,,,,
3888,201741,Esmeralda,Northern,,,,,
3940,201741,Eureka,Northern,,,,,
3992,201741,Lander,Northern,,,,,
4044,201741,Mineral,Northern,,,,,
2760,201741,Alameda,Bay Area,3.0,159.0,Unhealthy,PM2.5,California
4096,201741,Pershing,Northern,,,,,
2761,201741,Contra Costa,Bay Area,3.0,169.0,Unhealthy,PM2.5,California
2762,201741,Marin,Bay Area,3.0,161.0,Unhealthy,PM2.5,California
2763,201741,Napa,Bay Area,3.0,249.0,Very Unhealthy,PM2.5,California
2764,201741,San Francisco,Bay Area,3.0,136.0,Unhealthy for Sensitive Groups,PM2.5,California
2765,201741,San Mateo,Bay Area,3.0,154.0,Unhealthy,PM2.5,California
2766,201741,Santa Clara,Bay Area,3.0,136.0,Unhealthy for Sensitive Groups,PM2.5,California
2767,201741,Santa Cruz,Bay Area,3.0,115.0,Unhealthy for Sensitive Groups,PM2.5,California
2768,201741,Solano,Bay Area,3.0,175.0,Unhealthy,PM2.5,California
2797,201741,El Dorado,Northern,3.0,63.0,Moderate,PM2.5,California
2770,201741,Calaveras,Central,7.0,144.0,Unhealthy for Sensitive Groups,PM2.5,California
2771,201741,Fresno,Central,7.0,125.0,Unhealthy for Sensitive Groups,PM2.5,California
2772,201741,Inyo,Central,7.0,74.0,Moderate,PM10,California
2774,201741,Madera,Central,7.0,126.0,Unhealthy for Sensitive Groups,PM2.5,California
4148,201741,Storey,Northern,,,,,
2769,201741,Sonoma,Bay Area,3.0,165.0,Unhealthy,PM2.5,California
2822,201741,White Pine,Northern,3.0,50.0,Good,Ozone,Nevada
2796,201741,Douglas,Northern,3.0,61.0,Moderate,PM2.5,Oregon
2828,201741,Ventura,Upper Southern,4.0,167.0,Unhealthy,PM10,California
2827,201741,Santa Barbara,Upper Southern,4.0,97.0,Moderate,Ozone,California
2826,201741,San Luis Obispo,Upper Southern,4.0,80.0,Moderate,Ozone,California
2825,201741,Los Angeles,Upper Southern,4.0,136.0,Unhealthy for Sensitive Groups,Ozone,California
2824,201741,Kern,Upper Southern,4.0,126.0,Unhealthy for Sensitive Groups,PM10,California
2823,201741,Yolo,Northern,3.0,153.0,Unhealthy,PM2.5,California
2821,201741,Washoe,Northern,3.0,62.0,Moderate,PM2.5,Nevada
2820,201741,Trinity,Northern,3.0,79.0,Moderate,PM2.5,California
2819,201741,Tehama,Northern,3.0,74.0,Moderate,PM2.5,California
2818,201741,Sutter,Northern,3.0,92.0,Moderate,PM2.5,California
2816,201741,Shasta,Northern,3.0,93.0,Moderate,PM2.5,California
2815,201741,Sacramento,Northern,3.0,117.0,Unhealthy for Sensitive Groups,PM2.5,California
2814,201741,Plumas,Northern,3.0,151.0,Unhealthy,PM2.5,California
2817,201741,Siskiyou,Northern,3.0,87.0,Moderate,PM2.5,California
2812,201741,Nye,Northern,3.0,64.0,Moderate,PM10,Nevada
2799,201741,Glenn,Northern,3.0,115.0,Unhealthy for Sensitive Groups,PM2.5,California
2800,201741,Humboldt,Northern,3.0,96.0,Moderate,PM2.5,California
2801,201741,Humboldt,Northern,3.0,96.0,Moderate,PM2.5,California
2802,201741,Humboldt,Northern,3.0,96.0,Moderate,PM2.5,California
2813,201741,Placer,Northern,3.0,85.0,Moderate,PM2.5,California
2804,201741,Lake,Northern,3.0,166.0,Unhealthy,PM2.5,California
2805,201741,Lake,Northern,3.0,166.0,Unhealthy,PM2.5,California
2803,201741,Humboldt,Northern,3.0,96.0,Moderate,PM2.5,California
2806,201741,Lake,Northern,3.0,166.0,Unhealthy,PM2.5,California
2807,201741,Lake,Northern,3.0,166.0,Unhealthy,PM2.5,California
2808,201741,Lincoln,Northern,3.0,50.0,Good,PM2.5,Montana
2809,201741,Lyon,Northern,3.0,43.0,Good,Ozone,Nevada
2810,201741,Mendocino,Northern,3.0,188.0,Unhealthy,PM2.5,California
2811,201741,Nevada,Northern,3.0,158.0,Unhealthy,PM2.5,California
2880,201742,Nevada,Northern,3.0,161.0,Unhealthy,Ozone,California
2879,201742,Mendocino,Northern,3.0,99.0,Moderate,PM2.5,California
2878,201742,Lyon,Northern,3.0,45.0,Good,Ozone,Minnesota
2875,201742,Lake,Northern,3.0,85.0,Moderate,PM10,Minnesota
2877,201742,Lincoln,Northern,3.0,64.0,Moderate,Ozone,Missouri
2876,201742,Lake,Northern,3.0,85.0,Moderate,PM10,Minnesota
2881,201742,Nye,Northern,3.0,62.0,Moderate,PM10,Nevada
2874,201742,Lake,Northern,3.0,85.0,Moderate,PM10,Minnesota
4149,201742,Storey,Northern,,,,,
2872,201742,Humboldt,Northern,3.0,59.0,Moderate,PM2.5,California
3681,201742,Modoc,Northern,,,,,
3837,201742,Yuba,Northern,,,,,
2871,201742,Humboldt,Northern,3.0,59.0,Moderate,PM2.5,California
2870,201742,Humboldt,Northern,3.0,59.0,Moderate,PM2.5,California
2869,201742,Humboldt,Northern,3.0,59.0,Moderate,PM2.5,California
2868,201742,Glenn,Northern,3.0,94.0,Moderate,PM10,California
2882,201742,Placer,Northern,3.0,63.0,Moderate,PM2.5,California
2873,201742,Lake,Northern,3.0,85.0,Moderate,PM10,Minnesota
2883,201742,Plumas,Northern,3.0,67.0,Moderate,PM2.5,California
2897,201742,Ventura,Upper Southern,3.0,80.0,Moderate,Ozone,California
3941,201742,Eureka,Northern,,,,,
3993,201742,Lander,Northern,,,,,
3629,201742,Lassen,Northern,,,,,
3785,201742,Alpine,Northern,,,,,
2866,201742,El Dorado,Northern,3.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
2896,201742,Santa Barbara,Upper Southern,3.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
2895,201742,San Luis Obispo,Upper Southern,3.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
2894,201742,Los Angeles,Upper Southern,3.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
2893,201742,Kern,Upper Southern,3.0,147.0,Unhealthy for Sensitive Groups,Ozone,California
2892,201742,Yolo,Northern,3.0,83.0,Moderate,PM2.5,California
2891,201742,White Pine,Northern,3.0,45.0,Good,Ozone,Nevada
2890,201742,Washoe,Northern,3.0,74.0,Moderate,PM10,Nevada
2889,201742,Trinity,Northern,3.0,64.0,Moderate,PM2.5,California
2888,201742,Tehama,Northern,3.0,84.0,Moderate,Ozone,California
2887,201742,Sutter,Northern,3.0,92.0,Moderate,PM2.5,California
2886,201742,Siskiyou,Northern,3.0,36.0,Good,Ozone,California
2885,201742,Shasta,Northern,3.0,58.0,Moderate,Ozone,California
4045,201742,Mineral,Northern,,,,,
2884,201742,Sacramento,Northern,3.0,80.0,Moderate,Ozone,California
2865,201742,Douglas,Northern,3.0,62.0,Moderate,PM2.5,Oregon
2867,201742,Elko,Northern,3.0,44.0,Good,PM10,Nevada
2863,201742,Colusa,Northern,3.0,71.0,Moderate,PM10,California
2842,201742,Kings,Central,0.0,151.0,Unhealthy,Ozone,California
4097,201742,Pershing,Northern,,,,,
2841,201742,Inyo,Central,0.0,103.0,Unhealthy for Sensitive Groups,PM10,California
2840,201742,Fresno,Central,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
2838,201742,Sonoma,Bay Area,15.0,136.0,Unhealthy for Sensitive Groups,PM2.5,California
2837,201742,Solano,Bay Area,15.0,99.0,Moderate,PM2.5,California
2836,201742,Santa Cruz,Bay Area,15.0,130.0,Unhealthy for Sensitive Groups,PM2.5,California
2835,201742,Santa Clara,Bay Area,15.0,84.0,Moderate,Ozone,California
2834,201742,San Mateo,Bay Area,15.0,92.0,Moderate,PM2.5,California
2833,201742,San Francisco,Bay Area,15.0,91.0,Moderate,PM2.5,California
2832,201742,Napa,Bay Area,15.0,158.0,Unhealthy,PM2.5,California
2831,201742,Marin,Bay Area,15.0,83.0,Moderate,PM2.5,California
2830,201742,Contra Costa,Bay Area,15.0,101.0,Unhealthy for Sensitive Groups,PM2.5,California
2864,201742,Del Norte,Northern,3.0,52.0,Moderate,PM2.5,California
2829,201742,Alameda,Bay Area,15.0,95.0,Moderate,PM2.5,California
3733,201742,Sierra,Northern,,,,,
3889,201742,Esmeralda,Northern,,,,,
2843,201742,Madera,Central,0.0,100.0,Moderate,Ozone,California
2844,201742,Mariposa,Central,0.0,165.0,Unhealthy,PM2.5,California
2839,201742,Calaveras,Central,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
2846,201742,Mono,Central,0.0,1132.0,Hazardous,PM10,California
2862,201742,Clark,Northern,3.0,75.0,Moderate,PM2.5,Nevada
2861,201742,Churchill,Northern,3.0,45.0,Good,Ozone,Nevada
2845,201742,Merced,Central,0.0,89.0,Moderate,PM2.5,California
2859,201742,Butte,Northern,3.0,87.0,Moderate,Ozone,California
2858,201742,Amador,Northern,3.0,67.0,Moderate,Ozone,California
2857,201742,San Diego,Lower Southern,13.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
2856,201742,San Bernardino,Lower Southern,13.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
2855,201742,Riverside,Lower Southern,13.0,140.0,Unhealthy for Sensitive Groups,Ozone,California
2854,201742,Orange,Lower Southern,13.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
2860,201742,Carson City,Northern,3.0,49.0,Good,PM2.5,Nevada
2852,201742,Tuolumne,Central,0.0,80.0,Moderate,Ozone,California
2851,201742,Tulare,Central,0.0,143.0,Unhealthy for Sensitive Groups,Ozone,California
2847,201742,Monterey,Central,0.0,71.0,Moderate,PM10,California
2850,201742,Stanislaus,Central,0.0,90.0,Moderate,PM2.5,California
2849,201742,San Joaquin,Central,0.0,87.0,Moderate,PM2.5,California
2853,201742,Imperial,Lower Southern,13.0,300.0,Very Unhealthy,PM10,California
2848,201742,San Benito,Central,0.0,93.0,Moderate,Ozone,California
2949,201743,Nevada,Northern,1.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
2948,201743,Mendocino,Northern,1.0,42.0,Good,PM2.5,California
2947,201743,Lyon,Northern,1.0,36.0,Good,Ozone,Nevada
2946,201743,Lincoln,Northern,1.0,66.0,Moderate,PM2.5,Montana
2945,201743,Lake,Northern,1.0,55.0,Moderate,PM2.5,Oregon
2944,201743,Lake,Northern,1.0,55.0,Moderate,PM2.5,Oregon
2935,201743,El Dorado,Northern,1.0,93.0,Moderate,Ozone,California
2942,201743,Lake,Northern,1.0,55.0,Moderate,PM2.5,Oregon
2941,201743,Humboldt,Northern,1.0,58.0,Moderate,PM2.5,California
2940,201743,Humboldt,Northern,1.0,58.0,Moderate,PM2.5,California
2939,201743,Humboldt,Northern,1.0,58.0,Moderate,PM2.5,California
2938,201743,Humboldt,Northern,1.0,58.0,Moderate,PM2.5,California
4150,201743,Storey,Northern,,,,,
2937,201743,Glenn,Northern,1.0,44.0,Good,Ozone,California
2936,201743,Elko,Northern,1.0,28.0,Good,PM10,Nevada
2950,201743,Nye,Northern,1.0,37.0,Good,PM10,Nevada
2943,201743,Lake,Northern,1.0,55.0,Moderate,PM2.5,Oregon
2951,201743,Placer,Northern,1.0,54.0,Moderate,Ozone,California
3942,201743,Eureka,Northern,,,,,
2953,201743,Sacramento,Northern,1.0,97.0,Moderate,Ozone,California
2934,201743,Douglas,Northern,1.0,91.0,Moderate,PM2.5,Oregon
3838,201743,Yuba,Northern,,,,,
3890,201743,Esmeralda,Northern,,,,,
2966,201743,Ventura,Upper Southern,3.0,70.0,Moderate,PM10,California
2965,201743,Santa Barbara,Upper Southern,3.0,74.0,Moderate,Ozone,California
2964,201743,San Luis Obispo,Upper Southern,3.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
2963,201743,Los Angeles,Upper Southern,3.0,118.0,Unhealthy for Sensitive Groups,PM2.5,California
2962,201743,Kern,Upper Southern,3.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
2961,201743,Yolo,Northern,1.0,71.0,Moderate,Ozone,California
3786,201743,Alpine,Northern,,,,,
2960,201743,White Pine,Northern,1.0,47.0,Good,Ozone,Nevada
2959,201743,Washoe,Northern,1.0,44.0,Good,PM2.5,Nevada
2958,201743,Trinity,Northern,1.0,37.0,Good,PM2.5,California
2957,201743,Tehama,Northern,1.0,50.0,Good,Ozone,California
2956,201743,Sutter,Northern,1.0,70.0,Moderate,PM2.5,California
2955,201743,Siskiyou,Northern,1.0,51.0,Moderate,PM2.5,California
2954,201743,Shasta,Northern,1.0,40.0,Good,Ozone,California
2952,201743,Plumas,Northern,1.0,55.0,Moderate,PM2.5,California
2933,201743,Del Norte,Northern,1.0,59.0,Moderate,PM2.5,California
2915,201743,Mono,Central,7.0,11.0,Good,PM10,California
2931,201743,Clark,Northern,1.0,74.0,Moderate,PM2.5,Nevada
2911,201743,Kings,Central,7.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
2910,201743,Inyo,Central,7.0,39.0,Good,Ozone,California
2909,201743,Fresno,Central,7.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
2908,201743,Calaveras,Central,7.0,90.0,Moderate,Ozone,California
2907,201743,Sonoma,Bay Area,13.0,51.0,Moderate,Ozone,California
2906,201743,Solano,Bay Area,13.0,71.0,Moderate,Ozone,California
2905,201743,Santa Cruz,Bay Area,13.0,68.0,Moderate,PM2.5,Arizona
2904,201743,Santa Clara,Bay Area,13.0,87.0,Moderate,Ozone,California
2912,201743,Madera,Central,7.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
2903,201743,San Mateo,Bay Area,13.0,58.0,Moderate,PM2.5,California
2900,201743,Marin,Bay Area,13.0,54.0,Moderate,PM2.5,California
2899,201743,Contra Costa,Bay Area,13.0,97.0,Moderate,Ozone,California
2898,201743,Alameda,Bay Area,13.0,97.0,Moderate,Ozone,California
4046,201743,Mineral,Northern,,,,,
3734,201743,Sierra,Northern,,,,,
4098,201743,Pershing,Northern,,,,,
2932,201743,Colusa,Northern,1.0,84.0,Moderate,PM2.5,California
3682,201743,Modoc,Northern,,,,,
2902,201743,San Francisco,Bay Area,13.0,63.0,Moderate,NO2,California
2913,201743,Mariposa,Central,7.0,117.0,Unhealthy for Sensitive Groups,PM2.5,California
2901,201743,Napa,Bay Area,13.0,58.0,Moderate,Ozone,California
2923,201743,Orange,Lower Southern,14.0,90.0,Moderate,Ozone,California
2927,201743,Amador,Northern,1.0,61.0,Moderate,Ozone,California
2926,201743,San Diego,Lower Southern,14.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
3994,201743,Lander,Northern,,,,,
2929,201743,Carson City,Northern,1.0,37.0,Good,Ozone,Nevada
2925,201743,San Bernardino,Lower Southern,14.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
2924,201743,Riverside,Lower Southern,14.0,140.0,Unhealthy for Sensitive Groups,Ozone,California
2930,201743,Churchill,Northern,1.0,36.0,Good,Ozone,Nevada
2922,201743,Imperial,Lower Southern,14.0,89.0,Moderate,PM2.5,California
2914,201743,Merced,Central,7.0,89.0,Moderate,PM2.5,California
2928,201743,Butte,Northern,1.0,71.0,Moderate,PM2.5,California
2920,201743,Tulare,Central,7.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
2919,201743,Stanislaus,Central,7.0,97.0,Moderate,Ozone,California
2918,201743,San Joaquin,Central,7.0,97.0,Moderate,Ozone,California
3630,201743,Lassen,Northern,,,,,
2917,201743,San Benito,Central,7.0,74.0,Moderate,Ozone,California
2916,201743,Monterey,Central,7.0,54.0,Moderate,PM10,California
2921,201743,Tuolumne,Central,7.0,71.0,Moderate,Ozone,California
3006,201744,Glenn,Northern,4.0,56.0,Moderate,PM10,California
3009,201744,Humboldt,Northern,4.0,66.0,Moderate,PM2.5,California
3008,201744,Humboldt,Northern,4.0,66.0,Moderate,PM2.5,California
3007,201744,Humboldt,Northern,4.0,66.0,Moderate,PM2.5,California
3735,201744,Sierra,Northern,,,,,
3683,201744,Modoc,Northern,,,,,
3004,201744,El Dorado,Northern,4.0,43.0,Good,Ozone,California
3003,201744,Douglas,Northern,4.0,72.0,Moderate,PM2.5,Nebraska
3002,201744,Del Norte,Northern,4.0,54.0,Moderate,PM2.5,California
3839,201744,Yuba,Northern,,,,,
3001,201744,Colusa,Northern,4.0,64.0,Moderate,PM2.5,California
3000,201744,Clark,Northern,4.0,51.0,Moderate,Ozone,Nevada
3005,201744,Elko,Northern,4.0,25.0,Good,PM10,Nevada
3010,201744,Humboldt,Northern,4.0,66.0,Moderate,PM2.5,California
3016,201744,Lyon,Northern,4.0,42.0,Good,Ozone,Nevada
3012,201744,Lake,Northern,4.0,55.0,Moderate,PM2.5,Oregon
3013,201744,Lake,Northern,4.0,55.0,Moderate,PM2.5,Oregon
3014,201744,Lake,Northern,4.0,55.0,Moderate,PM2.5,Oregon
3015,201744,Lincoln,Northern,4.0,74.0,Moderate,PM2.5,Montana
3017,201744,Mendocino,Northern,4.0,54.0,Moderate,PM2.5,California
3018,201744,Nevada,Northern,4.0,49.0,Good,Ozone,California
3019,201744,Nye,Northern,4.0,37.0,Good,PM10,Nevada
3020,201744,Placer,Northern,4.0,49.0,Good,PM2.5,California
3021,201744,Plumas,Northern,4.0,97.0,Moderate,PM2.5,California
3022,201744,Sacramento,Northern,4.0,63.0,Moderate,PM2.5,California
2999,201744,Churchill,Northern,4.0,41.0,Good,Ozone,Nevada
3023,201744,Shasta,Northern,4.0,42.0,Good,Ozone,California
3025,201744,Sutter,Northern,4.0,72.0,Moderate,PM2.5,California
3011,201744,Lake,Northern,4.0,55.0,Moderate,PM2.5,Oregon
2998,201744,Carson City,Northern,4.0,44.0,Good,Ozone,Nevada
2980,201744,Kings,Central,7.0,85.0,Moderate,PM10,California
2996,201744,Amador,Northern,4.0,41.0,Good,Ozone,California
3631,201744,Lassen,Northern,,,,,
3026,201744,Tehama,Northern,4.0,72.0,Moderate,PM2.5,California
3787,201744,Alpine,Northern,,,,,
2967,201744,Alameda,Bay Area,7.0,61.0,Moderate,PM2.5,California
2968,201744,Contra Costa,Bay Area,7.0,52.0,Moderate,PM2.5,California
2969,201744,Marin,Bay Area,7.0,45.0,Good,PM2.5,California
2970,201744,Napa,Bay Area,7.0,54.0,Moderate,PM2.5,California
2971,201744,San Francisco,Bay Area,7.0,51.0,Moderate,NO2,California
2972,201744,San Mateo,Bay Area,7.0,39.0,Good,PM2.5,California
2973,201744,Santa Clara,Bay Area,7.0,42.0,Good,PM2.5,California
2974,201744,Santa Cruz,Bay Area,7.0,56.0,Moderate,PM2.5,Arizona
2975,201744,Solano,Bay Area,7.0,52.0,Moderate,PM2.5,California
2976,201744,Sonoma,Bay Area,7.0,44.0,Good,PM2.5,California
2977,201744,Calaveras,Central,7.0,58.0,Moderate,PM2.5,California
2978,201744,Fresno,Central,7.0,88.0,Moderate,PM2.5,California
2979,201744,Inyo,Central,7.0,49.0,Good,Ozone,California
2981,201744,Madera,Central,7.0,77.0,Moderate,PM2.5,California
2995,201744,San Diego,Lower Southern,23.0,44.0,Good,Ozone,California
2994,201744,San Bernardino,Lower Southern,23.0,77.0,Moderate,Ozone,California
2993,201744,Riverside,Lower Southern,23.0,58.0,Moderate,Ozone,California
2992,201744,Orange,Lower Southern,23.0,48.0,Good,PM2.5,California
2991,201744,Imperial,Lower Southern,23.0,49.0,Good,Ozone,California
2990,201744,Tuolumne,Central,7.0,54.0,Moderate,Ozone,California
2997,201744,Butte,Northern,4.0,71.0,Moderate,PM2.5,California
2989,201744,Tulare,Central,7.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
2987,201744,San Joaquin,Central,7.0,67.0,Moderate,PM2.5,California
2986,201744,San Benito,Central,7.0,40.0,Good,Ozone,California
2985,201744,Monterey,Central,7.0,36.0,Good,Ozone,California
2984,201744,Mono,Central,7.0,22.0,Good,PM10,California
2983,201744,Merced,Central,7.0,77.0,Moderate,PM2.5,California
2982,201744,Mariposa,Central,7.0,109.0,Unhealthy for Sensitive Groups,PM2.5,California
2988,201744,Stanislaus,Central,7.0,69.0,Moderate,PM2.5,California
3027,201744,Trinity,Northern,4.0,31.0,Good,PM2.5,California
3024,201744,Siskiyou,Northern,4.0,31.0,Good,Ozone,California
3029,201744,White Pine,Northern,4.0,44.0,Good,Ozone,Nevada
3943,201744,Eureka,Northern,,,,,
3995,201744,Lander,Northern,,,,,
3028,201744,Washoe,Northern,4.0,59.0,Moderate,PM2.5,Nevada
3891,201744,Esmeralda,Northern,,,,,
4099,201744,Pershing,Northern,,,,,
4151,201744,Storey,Northern,,,,,
4047,201744,Mineral,Northern,,,,,
3031,201744,Kern,Upper Southern,8.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
3034,201744,Santa Barbara,Upper Southern,8.0,47.0,Good,Ozone,California
3033,201744,San Luis Obispo,Upper Southern,8.0,40.0,Good,Ozone,California
3032,201744,Los Angeles,Upper Southern,8.0,64.0,Moderate,PM2.5,California
3035,201744,Ventura,Upper Southern,8.0,63.0,Moderate,PM2.5,California
3030,201744,Yolo,Northern,4.0,39.0,Good,Ozone,California
3090,201745,Plumas,Northern,1.0,144.0,Unhealthy for Sensitive Groups,PM2.5,California
3088,201745,Nye,Northern,1.0,32.0,Good,PM10,Nevada
3788,201745,Alpine,Northern,,,,,
3087,201745,Nevada,Northern,1.0,40.0,Good,Ozone,California
3086,201745,Mendocino,Northern,1.0,48.0,Good,PM2.5,California
3085,201745,Lyon,Northern,1.0,50.0,Good,PM2.5,Minnesota
3084,201745,Lincoln,Northern,1.0,96.0,Moderate,PM2.5,Montana
3944,201745,Eureka,Northern,,,,,
3076,201745,Humboldt,Northern,1.0,36.0,Good,Ozone,California
3082,201745,Lake,Northern,1.0,70.0,Moderate,PM2.5,Indiana
3081,201745,Lake,Northern,1.0,70.0,Moderate,PM2.5,Indiana
3091,201745,Sacramento,Northern,1.0,64.0,Moderate,PM2.5,California
3080,201745,Lake,Northern,1.0,70.0,Moderate,PM2.5,Indiana
3079,201745,Humboldt,Northern,1.0,36.0,Good,Ozone,California
3078,201745,Humboldt,Northern,1.0,36.0,Good,Ozone,California
3077,201745,Humboldt,Northern,1.0,36.0,Good,Ozone,California
3083,201745,Lake,Northern,1.0,70.0,Moderate,PM2.5,Indiana
3092,201745,Shasta,Northern,1.0,42.0,Good,Ozone,California
3098,201745,White Pine,Northern,1.0,40.0,Good,Ozone,Nevada
3094,201745,Sutter,Northern,1.0,79.0,Moderate,PM2.5,California
4152,201745,Storey,Northern,,,,,
3736,201745,Sierra,Northern,,,,,
4100,201745,Pershing,Northern,,,,,
3684,201745,Modoc,Northern,,,,,
4048,201745,Mineral,Northern,,,,,
3632,201745,Lassen,Northern,,,,,
3996,201745,Lander,Northern,,,,,
3104,201745,Ventura,Upper Southern,8.0,55.0,Moderate,PM2.5,California
3103,201745,Santa Barbara,Upper Southern,8.0,44.0,Good,Ozone,California
3102,201745,San Luis Obispo,Upper Southern,8.0,49.0,Good,PM10,California
3101,201745,Los Angeles,Upper Southern,8.0,92.0,Moderate,PM2.5,California
3100,201745,Kern,Upper Southern,8.0,70.0,Moderate,PM2.5,California
3099,201745,Yolo,Northern,1.0,31.0,Good,Ozone,California
3075,201745,Glenn,Northern,1.0,34.0,Good,PM10,California
3097,201745,Washoe,Northern,1.0,51.0,Moderate,PM2.5,Nevada
3096,201745,Trinity,Northern,1.0,8.0,Good,PM2.5,California
3095,201745,Tehama,Northern,1.0,50.0,Good,PM2.5,California
3093,201745,Siskiyou,Northern,1.0,33.0,Good,Ozone,California
3074,201745,Elko,Northern,1.0,18.0,Good,PM10,Nevada
3089,201745,Placer,Northern,1.0,57.0,Moderate,PM2.5,California
3072,201745,Douglas,Northern,1.0,73.0,Moderate,PM2.5,Oregon
3054,201745,Monterey,Central,6.0,36.0,Good,Ozone,California
3053,201745,Mono,Central,6.0,2434.0,Hazardous,PM10,California
3052,201745,Merced,Central,6.0,53.0,Moderate,PM2.5,California
3051,201745,Mariposa,Central,6.0,70.0,Moderate,PM2.5,California
3050,201745,Madera,Central,6.0,52.0,Moderate,PM2.5,California
3049,201745,Kings,Central,6.0,74.0,Moderate,PM2.5,California
3840,201745,Yuba,Northern,,,,,
3039,201745,Napa,Bay Area,21.0,59.0,Moderate,PM2.5,California
3055,201745,San Benito,Central,6.0,42.0,Good,Ozone,California
3040,201745,San Francisco,Bay Area,21.0,47.0,Good,NO2,California
3047,201745,Fresno,Central,6.0,71.0,Moderate,PM2.5,California
3046,201745,Calaveras,Central,6.0,44.0,Good,PM2.5,California
3045,201745,Sonoma,Bay Area,21.0,37.0,Good,Ozone,California
3044,201745,Solano,Bay Area,21.0,44.0,Good,PM2.5,California
3042,201745,Santa Clara,Bay Area,21.0,45.0,Good,PM2.5,California
3892,201745,Esmeralda,Northern,,,,,
3073,201745,El Dorado,Northern,1.0,36.0,Good,Ozone,California
3043,201745,Santa Cruz,Bay Area,21.0,57.0,Moderate,PM10,Arizona
3048,201745,Inyo,Central,6.0,59.0,Moderate,PM10,California
3056,201745,San Joaquin,Central,6.0,65.0,Moderate,PM2.5,California
3041,201745,San Mateo,Bay Area,21.0,34.0,Good,NO2,California
3038,201745,Marin,Bay Area,21.0,37.0,Good,NO2,California
3071,201745,Del Norte,Northern,1.0,54.0,Moderate,PM2.5,California
3070,201745,Colusa,Northern,1.0,62.0,Moderate,PM2.5,California
3068,201745,Churchill,Northern,1.0,39.0,Good,Ozone,Nevada
3067,201745,Carson City,Northern,1.0,41.0,Good,Ozone,Nevada
3066,201745,Butte,Northern,1.0,74.0,Moderate,PM2.5,California
3065,201745,Amador,Northern,1.0,32.0,Good,Ozone,California
3064,201745,San Diego,Lower Southern,35.0,62.0,Moderate,PM2.5,California
3063,201745,San Bernardino,Lower Southern,35.0,127.0,Unhealthy for Sensitive Groups,PM2.5,California
3062,201745,Riverside,Lower Southern,35.0,116.0,Unhealthy for Sensitive Groups,PM2.5,California
3069,201745,Clark,Northern,1.0,64.0,Moderate,PM2.5,Nevada
3036,201745,Alameda,Bay Area,21.0,53.0,Moderate,PM2.5,California
