,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
20352,California,Kings,80,2019-06-01,Moderate,Ozone,201922,22,80
20355,California,Kings,93,2019-06-04,Moderate,Ozone,201923,23,93
20362,California,Kings,112,2019-06-11,Unhealthy for Sensitive Groups,Ozone,201924,24,112
20369,California,Kings,93,2019-06-18,Moderate,Ozone,201925,25,93
20375,California,Kings,84,2019-06-24,Moderate,Ozone,201926,26,84
20387,California,Kings,77,2019-07-06,Moderate,Ozone,201927,27,77
20394,California,Kings,54,2019-07-13,Moderate,Ozone,201928,28,54
20402,California,Kings,61,2019-07-21,Moderate,Ozone,201929,29,61
20407,California,Kings,119,2019-07-26,Unhealthy for Sensitive Groups,Ozone,201930,30,119
20410,California,Kings,90,2019-07-29,Moderate,Ozone,201931,31,90
20418,California,Kings,93,2019-08-06,Moderate,Ozone,201932,32,93
20426,California,Kings,119,2019-08-14,Unhealthy for Sensitive Groups,Ozone,201933,33,119
20427,California,Kings,119,2019-08-15,Unhealthy for Sensitive Groups,Ozone,201933,33,119
20435,California,Kings,77,2019-08-23,Moderate,Ozone,201934,34,77
20444,California,Kings,101,2019-09-01,Unhealthy for Sensitive Groups,Ozone,201935,35,101
20450,California,Kings,143,2019-09-07,Unhealthy for Sensitive Groups,PM10,201936,36,143
20456,California,Kings,119,2019-09-13,Unhealthy for Sensitive Groups,Ozone,201937,37,119
20459,California,Kings,75,2019-09-16,Moderate,PM10,201938,38,75
20468,California,Kings,112,2019-09-25,Unhealthy for Sensitive Groups,Ozone,201939,39,112
20479,California,Kings,84,2019-10-06,Moderate,Ozone,201940,40,84
20482,California,Kings,169,2019-10-09,Unhealthy,PM10,201941,41,169
20489,California,Kings,102,2019-10-16,Unhealthy for Sensitive Groups,PM10,201942,42,102
20500,California,Kings,507,2019-10-27,Hazardous,PM10,201943,43,507
20501,California,Kings,138,2019-10-28,Unhealthy for Sensitive Groups,PM10,201944,44,138
20512,California,Kings,153,2019-11-08,Unhealthy,PM2.5,201945,45,153
20517,California,Kings,134,2019-11-13,Unhealthy for Sensitive Groups,PM2.5,201946,46,134
20522,California,Kings,111,2019-11-18,Unhealthy for Sensitive Groups,PM2.5,201947,47,111
20529,California,Kings,356,2019-11-25,Hazardous,PM10,201948,48,356
20540,California,Kings,61,2019-12-06,Moderate,PM2.5,201949,49,61
20547,California,Kings,74,2019-12-13,Moderate,PM2.5,201950,50,74
20554,California,Kings,75,2019-12-20,Moderate,PM2.5,201951,51,75
20927,California,Los Angeles,93,2019-01-02,Moderate,PM2.5,201901,1,93
20936,California,Los Angeles,91,2019-01-11,Moderate,PM2.5,201902,2,91
20943,California,Los Angeles,57,2019-01-18,Moderate,PM2.5,201903,3,57
20952,California,Los Angeles,81,2019-01-27,Moderate,PM2.5,201904,4,81
20953,California,Los Angeles,106,2019-01-28,Unhealthy for Sensitive Groups,PM2.5,201905,5,106
20964,California,Los Angeles,59,2019-02-08,Moderate,PM2.5,201906,6,59
20967,California,Los Angeles,57,2019-02-11,Moderate,NO2,201907,7,57
20980,California,Los Angeles,63,2019-02-24,Moderate,PM2.5,201908,8,63
20982,California,Los Angeles,66,2019-02-26,Moderate,PM2.5,201909,9,66
20989,California,Los Angeles,59,2019-03-05,Moderate,PM2.5,201910,10,59
21001,California,Los Angeles,71,2019-03-17,Moderate,Ozone,201911,11,71
21002,California,Los Angeles,87,2019-03-18,Moderate,Ozone,201912,12,87
21015,California,Los Angeles,108,2019-03-31,Unhealthy for Sensitive Groups,Ozone,201913,13,108
21022,California,Los Angeles,97,2019-04-07,Moderate,Ozone,201914,14,97
21024,California,Los Angeles,101,2019-04-09,Unhealthy for Sensitive Groups,PM10,201915,15,101
21034,California,Los Angeles,100,2019-04-19,Moderate,Ozone,201916,16,100
21040,California,Los Angeles,97,2019-04-25,Moderate,Ozone,201917,17,97
21048,California,Los Angeles,105,2019-05-03,Unhealthy for Sensitive Groups,Ozone,201918,18,105
21057,California,Los Angeles,74,2019-05-12,Moderate,Ozone,201919,19,74
21059,California,Los Angeles,97,2019-05-14,Moderate,Ozone,201920,20,97
21070,California,Los Angeles,58,2019-05-25,Moderate,Ozone,201921,21,58
21076,California,Los Angeles,90,2019-05-31,Moderate,Ozone,201922,22,90
21085,California,Los Angeles,151,2019-06-09,Unhealthy,Ozone,201923,23,151
21088,California,Los Angeles,200,2019-06-12,Unhealthy,Ozone,201924,24,200
21095,California,Los Angeles,105,2019-06-19,Unhealthy for Sensitive Groups,Ozone,201925,25,105
21106,California,Los Angeles,122,2019-06-30,Unhealthy for Sensitive Groups,Ozone,201926,26,122
21111,California,Los Angeles,161,2019-07-05,Unhealthy,PM2.5,201927,27,161
21118,California,Los Angeles,201,2019-07-12,Very Unhealthy,Ozone,201928,28,201
21121,California,Los Angeles,177,2019-07-15,Unhealthy,Ozone,201929,29,177
21133,California,Los Angeles,179,2019-07-27,Unhealthy,Ozone,201930,30,179
21135,California,Los Angeles,190,2019-07-29,Unhealthy,Ozone,201931,31,190
21144,California,Los Angeles,156,2019-08-07,Unhealthy,Ozone,201932,32,156
21151,California,Los Angeles,174,2019-08-14,Unhealthy,Ozone,201933,33,174
21158,California,Los Angeles,197,2019-08-21,Unhealthy,Ozone,201934,34,197
21169,California,Los Angeles,190,2019-09-01,Unhealthy,Ozone,201935,35,190
21172,California,Los Angeles,108,2019-09-04,Unhealthy for Sensitive Groups,Ozone,201936,36,108
21182,California,Los Angeles,185,2019-09-14,Unhealthy,Ozone,201937,37,185
21189,California,Los Angeles,126,2019-09-21,Unhealthy for Sensitive Groups,Ozone,201938,38,126
21193,California,Los Angeles,129,2019-09-25,Unhealthy for Sensitive Groups,Ozone,201939,39,129
21204,California,Los Angeles,192,2019-10-06,Unhealthy,Ozone,201940,40,192
21209,California,Los Angeles,185,2019-10-11,Unhealthy,PM2.5,201941,41,185
21218,California,Los Angeles,93,2019-10-20,Moderate,Ozone,201942,42,93
21222,California,Los Angeles,96,2019-10-24,Moderate,NO2,201943,43,96
21231,California,Los Angeles,92,2019-11-02,Moderate,PM2.5,201944,44,92
21236,California,Los Angeles,121,2019-11-07,Unhealthy for Sensitive Groups,PM2.5,201945,45,121
21240,California,Los Angeles,94,2019-11-11,Moderate,PM2.5,201946,46,94
21242,California,Los Angeles,94,2019-11-13,Moderate,PM2.5,201946,46,94
21253,California,Los Angeles,109,2019-11-24,Unhealthy for Sensitive Groups,PM2.5,201947,47,109
21255,California,Los Angeles,106,2019-11-26,Unhealthy for Sensitive Groups,PM10,201948,48,106
21262,California,Los Angeles,88,2019-12-03,Moderate,PM2.5,201949,49,88
21268,California,Los Angeles,125,2019-12-09,Unhealthy for Sensitive Groups,PM2.5,201950,50,125
21278,California,Los Angeles,76,2019-12-19,Moderate,PM2.5,201951,51,76
21288,California,Los Angeles,82,2019-12-29,Moderate,PM2.5,201952,52,82
21292,California,Madera,79,2019-01-02,Moderate,PM2.5,201901,1,79
21301,California,Madera,51,2019-01-11,Moderate,PM2.5,201902,2,51
21310,California,Madera,44,2019-01-20,Good,PM2.5,201903,3,44
21316,California,Madera,74,2019-01-26,Moderate,PM2.5,201904,4,74
21320,California,Madera,95,2019-01-30,Moderate,PM2.5,201905,5,95
21331,California,Madera,40,2019-02-10,Good,Ozone,201906,6,40
21335,California,Madera,37,2019-02-14,Good,Ozone,201907,7,37
21344,California,Madera,63,2019-02-23,Moderate,PM2.5,201908,8,63
21350,California,Madera,40,2019-03-01,Good,PM2.5,201909,9,40
21359,California,Madera,41,2019-03-10,Good,Ozone,201910,10,41
21365,California,Madera,48,2019-03-16,Good,Ozone,201911,11,48
21367,California,Madera,48,2019-03-18,Good,Ozone,201912,12,48
21374,California,Madera,50,2019-03-25,Good,Ozone,201913,13,50
21381,California,Madera,44,2019-04-01,Good,Ozone,201914,14,44
21393,California,Madera,50,2019-04-13,Good,Ozone,201915,15,50
21398,California,Madera,80,2019-04-18,Moderate,Ozone,201916,16,80
21404,California,Madera,105,2019-04-24,Unhealthy for Sensitive Groups,Ozone,201917,17,105
21413,California,Madera,84,2019-05-03,Moderate,Ozone,201918,18,84
21421,California,Madera,77,2019-05-11,Moderate,Ozone,201919,19,77
21422,California,Madera,77,2019-05-12,Moderate,Ozone,201919,19,77
21423,California,Madera,47,2019-05-13,Good,Ozone,201920,20,47
21435,California,Madera,48,2019-05-25,Good,Ozone,201921,21,48
21442,California,Madera,74,2019-06-01,Moderate,Ozone,201922,22,74
21446,California,Madera,80,2019-06-05,Moderate,Ozone,201923,23,80
21451,California,Madera,122,2019-06-10,Unhealthy for Sensitive Groups,Ozone,201924,24,122
21460,California,Madera,100,2019-06-19,Moderate,Ozone,201925,25,100
21465,California,Madera,80,2019-06-24,Moderate,Ozone,201926,26,80
21476,California,Madera,74,2019-07-05,Moderate,Ozone,201927,27,74
21477,California,Madera,74,2019-07-06,Moderate,Ozone,201927,27,74
21479,California,Madera,58,2019-07-08,Moderate,Ozone,201928,28,58
21489,California,Madera,74,2019-07-18,Moderate,Ozone,201929,29,74
21497,California,Madera,100,2019-07-26,Moderate,Ozone,201930,30,100
21503,California,Madera,84,2019-08-01,Moderate,Ozone,201931,31,84
21508,California,Madera,101,2019-08-06,Unhealthy for Sensitive Groups,Ozone,201932,32,101
21516,California,Madera,101,2019-08-14,Unhealthy for Sensitive Groups,Ozone,201933,33,101
21517,California,Madera,101,2019-08-15,Unhealthy for Sensitive Groups,Ozone,201933,33,101
21527,California,Madera,77,2019-08-25,Moderate,Ozone,201934,34,77
21529,California,Madera,74,2019-08-27,Moderate,Ozone,201935,35,74
21535,California,Madera,74,2019-09-02,Moderate,Ozone,201936,36,74
21538,California,Madera,74,2019-09-05,Moderate,Ozone,201936,36,74
21540,California,Madera,74,2019-09-07,Moderate,PM10,201936,36,74
21547,California,Madera,115,2019-09-14,Unhealthy for Sensitive Groups,Ozone,201937,37,115
21548,California,Madera,115,2019-09-15,Unhealthy for Sensitive Groups,Ozone,201937,37,115
21549,California,Madera,67,2019-09-16,Moderate,PM10,201938,38,67
21555,California,Madera,67,2019-09-22,Moderate,Ozone,201938,38,67
21558,California,Madera,140,2019-09-25,Unhealthy for Sensitive Groups,Ozone,201939,39,140
21569,California,Madera,64,2019-10-06,Moderate,Ozone,201940,40,64
21570,California,Madera,93,2019-10-07,Moderate,Ozone,201941,41,93
21579,California,Madera,78,2019-10-16,Moderate,PM10,201942,42,78
21586,California,Madera,78,2019-10-23,Moderate,PM10,201943,43,78
21591,California,Madera,119,2019-10-28,Unhealthy for Sensitive Groups,PM10,201944,44,119
21600,California,Madera,93,2019-11-06,Moderate,Ozone,201945,45,93
21611,California,Madera,82,2019-11-17,Moderate,PM2.5,201946,46,82
21612,California,Madera,76,2019-11-18,Moderate,PM2.5,201947,47,76
21620,California,Madera,85,2019-11-26,Moderate,PM10,201948,48,85
21628,California,Madera,52,2019-12-04,Moderate,PM2.5,201949,49,52
21635,California,Madera,91,2019-12-11,Moderate,PM2.5,201950,50,91
21644,California,Madera,44,2019-12-20,Good,PM2.5,201951,51,44
21652,California,Madera,62,2019-12-28,Moderate,PM2.5,201952,52,62
21659,California,Marin,67,2019-01-04,Moderate,PM2.5,201901,1,67
21666,California,Marin,48,2019-01-11,Good,PM2.5,201902,2,48
21672,California,Marin,42,2019-01-17,Good,PM2.5,201903,3,42
21682,California,Marin,55,2019-01-27,Moderate,PM2.5,201904,4,55
21686,California,Marin,53,2019-01-31,Moderate,PM2.5,201905,5,53
21695,California,Marin,36,2019-02-09,Good,Ozone,201906,6,36
21700,California,Marin,40,2019-02-14,Good,Ozone,201907,7,40
21708,California,Marin,35,2019-02-22,Good,Ozone,201908,8,35
21711,California,Marin,35,2019-02-25,Good,Ozone,201909,9,35
21723,California,Marin,40,2019-03-09,Good,Ozone,201910,10,40
21731,California,Marin,48,2019-03-17,Good,Ozone,201911,11,48
21732,California,Marin,46,2019-03-18,Good,Ozone,201912,12,46
21740,California,Marin,41,2019-03-26,Good,Ozone,201913,13,41
21750,California,Marin,40,2019-04-05,Good,Ozone,201914,14,40
21759,California,Marin,44,2019-04-14,Good,Ozone,201915,15,44
21763,California,Marin,46,2019-04-18,Good,Ozone,201916,16,46
21772,California,Marin,59,2019-04-27,Moderate,PM2.5,201917,17,59
21775,California,Marin,48,2019-04-30,Good,PM2.5,201918,18,48
21786,California,Marin,34,2019-05-11,Good,Ozone,201919,19,34
21794,California,Marin,44,2019-05-19,Good,Ozone,201920,20,44
21801,California,Marin,42,2019-05-26,Good,Ozone,201921,21,42
21804,California,Marin,49,2019-05-29,Good,PM2.5,201922,22,49
21810,California,Marin,55,2019-06-04,Moderate,PM2.5,201923,23,55
21817,California,Marin,133,2019-06-11,Unhealthy for Sensitive Groups,Ozone,201924,24,133
21829,California,Marin,54,2019-06-23,Moderate,PM2.5,201925,25,54
21830,California,Marin,43,2019-06-24,Good,PM2.5,201926,26,43
21842,California,Marin,42,2019-07-06,Good,PM2.5,201927,27,42
21844,California,Marin,32,2019-07-08,Good,PM2.5,201928,28,32
21853,California,Marin,36,2019-07-17,Good,PM2.5,201929,29,36
21864,California,Marin,45,2019-07-28,Good,PM2.5,201930,30,45
21865,California,Marin,45,2019-07-29,Good,PM2.5,201931,31,45
21874,California,Marin,35,2019-08-07,Good,PM2.5,201932,32,35
21881,California,Marin,51,2019-08-14,Moderate,Ozone,201933,33,51
21891,California,Marin,41,2019-08-24,Good,Ozone,201934,34,41
21896,California,Marin,35,2019-08-29,Good,PM2.5,201935,35,35
21906,California,Marin,27,2019-09-08,Good,Ozone,201936,36,27
21911,California,Marin,64,2019-09-13,Moderate,Ozone,201937,37,64
21919,California,Marin,33,2019-09-21,Good,Ozone,201938,38,33
21923,California,Marin,40,2019-09-25,Good,Ozone,201939,39,40
21934,California,Marin,36,2019-10-06,Good,Ozone,201940,40,36
21940,California,Marin,64,2019-10-12,Moderate,Ozone,201941,41,64
21946,California,Marin,48,2019-10-18,Good,PM2.5,201942,42,48
21954,California,Marin,64,2019-10-26,Moderate,PM2.5,201943,43,64
21959,California,Marin,50,2019-11-02,Good,Ozone,201944,44,50
21962,California,Marin,55,2019-11-05,Moderate,PM2.5,201945,45,55
21965,California,Marin,55,2019-11-08,Moderate,PM2.5,201945,45,55
21969,California,Marin,55,2019-11-12,Moderate,PM2.5,201946,46,55
21975,California,Marin,59,2019-11-18,Moderate,PM2.5,201947,47,59
21982,California,Marin,33,2019-11-25,Good,PM2.5,201948,48,33
21983,California,Marin,33,2019-11-26,Good,Ozone,201948,48,33
21985,California,Marin,33,2019-11-28,Good,PM2.5,201948,48,33
21992,California,Marin,50,2019-12-05,Good,PM2.5,201949,49,50
21997,California,Marin,44,2019-12-10,Good,PM2.5,201950,50,44
22007,California,Marin,56,2019-12-20,Moderate,PM2.5,201951,51,56
22011,California,Marin,29,2019-12-24,Good,Ozone,201952,52,29
22012,California,Marin,29,2019-12-25,Good,Ozone,201952,52,29
22015,California,Marin,29,2019-12-28,Good,PM2.5,201952,52,29
22028,California,Mariposa,40,2019-01-10,Good,Ozone,201902,2,40
22029,California,Mariposa,40,2019-01-11,Good,Ozone,201902,2,40
22031,California,Mariposa,40,2019-01-13,Good,PM2.5,201902,2,40
22032,California,Mariposa,41,2019-01-14,Good,Ozone,201903,3,41
22038,California,Mariposa,41,2019-01-20,Good,Ozone,201903,3,41
22044,California,Mariposa,54,2019-01-26,Moderate,PM2.5,201904,4,54
22045,California,Mariposa,54,2019-01-27,Moderate,PM2.5,201904,4,54
22051,California,Mariposa,43,2019-02-02,Good,Ozone,201905,5,43
22056,California,Mariposa,49,2019-02-07,Good,Ozone,201906,6,49
22062,California,Mariposa,63,2019-02-13,Moderate,PM2.5,201907,7,63
22068,California,Mariposa,44,2019-02-19,Good,Ozone,201908,8,44
22072,California,Mariposa,44,2019-02-23,Good,Ozone,201908,8,44
22075,California,Mariposa,49,2019-02-26,Good,PM2.5,201909,9,49
22082,California,Mariposa,46,2019-03-05,Good,Ozone,201910,10,46
22091,California,Mariposa,54,2019-03-14,Moderate,Ozone,201911,11,54
22101,California,Mariposa,61,2019-03-24,Moderate,Ozone,201912,12,61
22103,California,Mariposa,86,2019-03-26,Moderate,PM2.5,201913,13,86
22110,California,Mariposa,63,2019-04-02,Moderate,PM2.5,201914,14,63
22118,California,Mariposa,49,2019-04-10,Good,Ozone,201915,15,49
22126,California,Mariposa,49,2019-04-18,Good,Ozone,201916,16,49
22131,California,Mariposa,48,2019-04-23,Good,Ozone,201917,17,48
22141,California,Mariposa,67,2019-05-03,Moderate,Ozone,201918,18,67
22150,California,Mariposa,51,2019-05-12,Moderate,Ozone,201919,19,51
22154,California,Mariposa,48,2019-05-16,Good,Ozone,201920,20,48
22161,California,Mariposa,60,2019-05-23,Moderate,PM2.5,201921,21,60
22170,California,Mariposa,74,2019-06-01,Moderate,Ozone,201922,22,74
22174,California,Mariposa,67,2019-06-05,Moderate,Ozone,201923,23,67
22180,California,Mariposa,80,2019-06-11,Moderate,Ozone,201924,24,80
22181,California,Mariposa,80,2019-06-12,Moderate,Ozone,201924,24,80
22188,California,Mariposa,84,2019-06-19,Moderate,Ozone,201925,25,84
22193,California,Mariposa,67,2019-06-24,Moderate,Ozone,201926,26,67
22205,California,Mariposa,90,2019-07-06,Moderate,Ozone,201927,27,90
22207,California,Mariposa,46,2019-07-08,Good,Ozone,201928,28,46
22211,California,Mariposa,46,2019-07-12,Good,Ozone,201928,28,46
22217,California,Mariposa,71,2019-07-18,Moderate,Ozone,201929,29,71
22220,California,Mariposa,71,2019-07-21,Moderate,Ozone,201929,29,71
22224,California,Mariposa,87,2019-07-25,Moderate,Ozone,201930,30,87
22227,California,Mariposa,87,2019-07-28,Moderate,Ozone,201930,30,87
22233,California,Mariposa,101,2019-08-03,Unhealthy for Sensitive Groups,Ozone,201931,31,101
22236,California,Mariposa,112,2019-08-06,Unhealthy for Sensitive Groups,Ozone,201932,32,112
22245,California,Mariposa,108,2019-08-15,Unhealthy for Sensitive Groups,Ozone,201933,33,108
22254,California,Mariposa,90,2019-08-24,Moderate,Ozone,201934,34,90
22257,California,Mariposa,74,2019-08-27,Moderate,Ozone,201935,35,74
22258,California,Mariposa,74,2019-08-28,Moderate,Ozone,201935,35,74
22266,California,Mariposa,93,2019-09-05,Moderate,Ozone,201936,36,93
22276,California,Mariposa,112,2019-09-15,Unhealthy for Sensitive Groups,Ozone,201937,37,112
22277,California,Mariposa,67,2019-09-16,Moderate,PM2.5,201938,38,67
22286,California,Mariposa,97,2019-09-25,Moderate,Ozone,201939,39,97
22296,California,Mariposa,96,2019-10-05,Moderate,PM2.5,201940,40,96
22300,California,Mariposa,176,2019-10-09,Unhealthy,PM2.5,201941,41,176
22306,California,Mariposa,77,2019-10-15,Moderate,Ozone,201942,42,77
22312,California,Mariposa,89,2019-10-21,Moderate,PM2.5,201943,43,89
22322,California,Mariposa,55,2019-10-31,Moderate,PM2.5,201944,44,55
22332,California,Mariposa,47,2019-11-10,Good,Ozone,201945,45,47
22337,California,Mariposa,59,2019-11-15,Moderate,PM2.5,201946,46,59
22345,California,Mariposa,48,2019-11-23,Good,PM2.5,201947,47,48
22347,California,Mariposa,46,2019-11-25,Good,PM2.5,201948,48,46
22358,California,Mariposa,176,2019-12-06,Unhealthy,PM2.5,201949,49,176
22363,California,Mariposa,90,2019-12-11,Moderate,PM2.5,201950,50,90
22373,California,Mariposa,154,2019-12-21,Unhealthy,PM2.5,201951,51,154
22380,California,Mariposa,114,2019-12-28,Unhealthy for Sensitive Groups,PM2.5,201952,52,114
22382,California,Mariposa,68,2019-12-30,Moderate,PM2.5,201901,1,68
22384,California,Mendocino,75,2019-01-01,Moderate,PM2.5,201901,1,75
22392,California,Mendocino,57,2019-01-09,Moderate,PM2.5,201902,2,57
22401,California,Mendocino,53,2019-01-18,Moderate,PM2.5,201903,3,53
22407,California,Mendocino,58,2019-01-24,Moderate,PM2.5,201904,4,58
22414,California,Mendocino,42,2019-01-31,Good,PM2.5,201905,5,42
22420,California,Mendocino,50,2019-02-06,Good,PM2.5,201906,6,50
22425,California,Mendocino,42,2019-02-11,Good,PM2.5,201907,7,42
22437,California,Mendocino,55,2019-02-23,Moderate,PM2.5,201908,8,55
22440,California,Mendocino,33,2019-02-26,Good,Ozone,201909,9,33
22441,California,Mendocino,33,2019-02-27,Good,Ozone,201909,9,33
22450,California,Mendocino,37,2019-03-08,Good,Ozone,201910,10,37
22452,California,Mendocino,37,2019-03-10,Good,Ozone,201910,10,37
22459,California,Mendocino,38,2019-03-17,Good,Ozone,201911,11,38
22460,California,Mendocino,46,2019-03-18,Good,Ozone,201912,12,46
22461,California,Mendocino,46,2019-03-19,Good,Ozone,201912,12,46
22469,California,Mendocino,39,2019-03-27,Good,Ozone,201913,13,39
22478,California,Mendocino,37,2019-04-05,Good,Ozone,201914,14,37
22487,California,Mendocino,41,2019-04-14,Good,Ozone,201915,15,41
22488,California,Mendocino,36,2019-04-15,Good,Ozone,201916,16,36
22501,California,Mendocino,43,2019-04-28,Good,PM2.5,201917,17,43
22505,California,Mendocino,46,2019-05-02,Good,Ozone,201918,18,46
22513,California,Mendocino,48,2019-05-10,Good,Ozone,201919,19,48
22522,California,Mendocino,43,2019-05-19,Good,Ozone,201920,20,43
22523,California,Mendocino,40,2019-05-20,Good,Ozone,201921,21,40
22528,California,Mendocino,40,2019-05-25,Good,Ozone,201921,21,40
22529,California,Mendocino,40,2019-05-26,Good,Ozone,201921,21,40
22532,California,Mendocino,41,2019-05-29,Good,PM2.5,201922,22,41
22543,California,Mendocino,44,2019-06-09,Good,Ozone,201923,23,44
22545,California,Mendocino,50,2019-06-11,Good,Ozone,201924,24,50
22552,California,Mendocino,35,2019-06-18,Good,Ozone,201925,25,35
22559,California,Mendocino,31,2019-06-25,Good,Ozone,201926,26,31
22564,California,Mendocino,31,2019-06-30,Good,Ozone,201926,26,31
22569,California,Mendocino,33,2019-07-05,Good,Ozone,201927,27,33
22578,California,Mendocino,24,2019-07-14,Good,Ozone,201928,28,24
22584,California,Mendocino,31,2019-07-20,Good,PM2.5,201929,29,31
22591,California,Mendocino,59,2019-07-27,Moderate,PM2.5,201930,30,59
22593,California,Mendocino,48,2019-07-29,Good,PM2.5,201931,31,48
22601,California,Mendocino,30,2019-08-06,Good,Ozone,201932,32,30
22612,California,Mendocino,39,2019-08-17,Good,PM2.5,201933,33,39
22618,California,Mendocino,31,2019-08-23,Good,PM10,201934,34,31
22623,California,Mendocino,28,2019-08-28,Good,Ozone,201935,35,28
22630,California,Mendocino,27,2019-09-04,Good,Ozone,201936,36,27
22631,California,Mendocino,27,2019-09-05,Good,Ozone,201936,36,27
22638,California,Mendocino,39,2019-09-12,Good,PM2.5,201937,37,39
22642,California,Mendocino,44,2019-09-16,Good,PM2.5,201938,38,44
22651,California,Mendocino,36,2019-09-25,Good,PM10,201939,39,36
22659,California,Mendocino,30,2019-10-03,Good,Ozone,201940,40,30
22661,California,Mendocino,30,2019-10-05,Good,PM2.5,201940,40,30
22662,California,Mendocino,30,2019-10-06,Good,Ozone,201940,40,30
22668,California,Mendocino,44,2019-10-12,Good,Ozone,201941,41,44
22669,California,Mendocino,44,2019-10-13,Good,Ozone,201941,41,44
22671,California,Mendocino,44,2019-10-15,Good,PM2.5,201942,42,44
22680,California,Mendocino,59,2019-10-24,Moderate,PM2.5,201943,43,59
22681,California,Mendocino,59,2019-10-25,Moderate,PM2.5,201943,43,59
22683,California,Mendocino,60,2019-10-31,Moderate,PM2.5,201944,44,60
22690,California,Mendocino,52,2019-11-07,Moderate,PM2.5,201945,45,52
22691,California,Mendocino,52,2019-11-08,Moderate,PM2.5,201945,45,52
22696,California,Mendocino,38,2019-11-13,Good,PM2.5,201946,46,38
22705,California,Mendocino,54,2019-11-22,Moderate,PM2.5,201947,47,54
22712,California,Mendocino,47,2019-11-29,Good,PM2.5,201948,48,47
22717,California,Mendocino,38,2019-12-04,Good,PM2.5,201949,49,38
22728,California,Mendocino,38,2019-12-15,Good,PM2.5,201950,50,38
22729,California,Mendocino,77,2019-12-16,Moderate,PM2.5,201951,51,77
22740,California,Mendocino,58,2019-12-27,Moderate,PM2.5,201952,52,58
22748,California,Merced,80,2019-01-04,Moderate,PM2.5,201901,1,80
22756,California,Merced,71,2019-01-12,Moderate,PM2.5,201902,2,71
22758,California,Merced,43,2019-01-14,Good,PM2.5,201903,3,43
22764,California,Merced,43,2019-01-20,Good,PM2.5,201903,3,43
22771,California,Merced,90,2019-01-27,Moderate,PM2.5,201904,4,90
22774,California,Merced,116,2019-01-30,Unhealthy for Sensitive Groups,PM2.5,201905,5,116
22782,California,Merced,39,2019-02-07,Good,PM2.5,201906,6,39
22787,California,Merced,36,2019-02-12,Good,PM2.5,201907,7,36
22789,California,Merced,36,2019-02-14,Good,Ozone,201907,7,36
22790,California,Merced,36,2019-02-15,Good,Ozone,201907,7,36
22799,California,Merced,60,2019-02-24,Moderate,PM2.5,201908,8,60
22800,California,Merced,51,2019-02-25,Moderate,PM2.5,201909,9,51
22811,California,Merced,40,2019-03-08,Good,Ozone,201910,10,40
22819,California,Merced,54,2019-03-16,Moderate,PM2.5,201911,11,54
22822,California,Merced,49,2019-03-19,Good,PM2.5,201912,12,49
22826,California,Merced,49,2019-03-23,Good,Ozone,201912,12,49
22828,California,Merced,52,2019-03-25,Moderate,PM2.5,201913,13,52
22835,California,Merced,42,2019-04-01,Good,Ozone,201914,14,42
22847,California,Merced,49,2019-04-13,Good,Ozone,201915,15,49
22848,California,Merced,49,2019-04-14,Good,Ozone,201915,15,49
22853,California,Merced,71,2019-04-19,Moderate,Ozone,201916,16,71
22858,California,Merced,84,2019-04-24,Moderate,Ozone,201917,17,84
22867,California,Merced,90,2019-05-03,Moderate,Ozone,201918,18,90
22875,California,Merced,71,2019-05-11,Moderate,Ozone,201919,19,71
22877,California,Merced,47,2019-05-13,Good,Ozone,201920,20,47
22884,California,Merced,48,2019-05-20,Good,Ozone,201921,21,48
22896,California,Merced,64,2019-06-01,Moderate,Ozone,201922,22,64
22904,California,Merced,71,2019-06-09,Moderate,Ozone,201923,23,71
22907,California,Merced,105,2019-06-12,Unhealthy for Sensitive Groups,Ozone,201924,24,105
22913,California,Merced,90,2019-06-18,Moderate,Ozone,201925,25,90
22919,California,Merced,74,2019-06-24,Moderate,Ozone,201926,26,74
22929,California,Merced,77,2019-07-04,Moderate,Ozone,201927,27,77
22930,California,Merced,77,2019-07-05,Moderate,Ozone,201927,27,77
22939,California,Merced,58,2019-07-14,Moderate,Ozone,201928,28,58
22942,California,Merced,58,2019-07-17,Moderate,Ozone,201929,29,58
22951,California,Merced,119,2019-07-26,Unhealthy for Sensitive Groups,Ozone,201930,30,119
22954,California,Merced,108,2019-07-29,Unhealthy for Sensitive Groups,Ozone,201931,31,108
22959,California,Merced,108,2019-08-03,Unhealthy for Sensitive Groups,Ozone,201931,31,108
22962,California,Merced,101,2019-08-06,Unhealthy for Sensitive Groups,Ozone,201932,32,101
22972,California,Merced,97,2019-08-16,Moderate,Ozone,201933,33,97
22979,California,Merced,80,2019-08-23,Moderate,Ozone,201934,34,80
22983,California,Merced,67,2019-08-27,Moderate,Ozone,201935,35,67
22991,California,Merced,80,2019-09-04,Moderate,Ozone,201936,36,80
23001,California,Merced,105,2019-09-14,Unhealthy for Sensitive Groups,Ozone,201937,37,105
23009,California,Merced,49,2019-09-22,Good,Ozone,201938,38,49
23012,California,Merced,93,2019-09-25,Moderate,Ozone,201939,39,93
23023,California,Merced,67,2019-10-06,Moderate,Ozone,201940,40,67
23025,California,Merced,97,2019-10-08,Moderate,Ozone,201941,41,97
23032,California,Merced,64,2019-10-15,Moderate,Ozone,201942,42,64
