,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
10795,Arizona,Santa Cruz,92,2017-01-08,Moderate,PM2.5,201701,1,92
10796,Arizona,Santa Cruz,63,2017-01-09,Moderate,PM2.5,201702,2,63
10809,Arizona,Santa Cruz,65,2017-01-22,Moderate,PM2.5,201703,3,65
10816,Arizona,Santa Cruz,56,2017-01-29,Moderate,PM2.5,201704,4,56
10820,Arizona,Santa Cruz,71,2017-02-02,Moderate,PM2.5,201705,5,71
10827,Arizona,Santa Cruz,57,2017-02-09,Moderate,PM10,201706,6,57
10835,Arizona,Santa Cruz,41,2017-02-17,Good,PM10,201707,7,41
10849,Arizona,Santa Cruz,41,2017-03-03,Good,PM10,201709,9,41
10857,Arizona,Santa Cruz,49,2017-03-11,Good,PM10,201710,10,49
10865,Arizona,Santa Cruz,57,2017-03-19,Moderate,PM10,201711,11,57
10867,Arizona,Santa Cruz,44,2017-03-21,Good,PM10,201712,12,44
10872,Arizona,Santa Cruz,44,2017-03-26,Good,PM2.5,201712,12,44
10877,Arizona,Santa Cruz,53,2017-03-31,Moderate,PM10,201713,13,53
10889,Arizona,Santa Cruz,63,2017-04-12,Moderate,PM2.5,201715,15,63
10899,Arizona,Santa Cruz,56,2017-04-22,Moderate,PM10,201716,16,56
10938,Arizona,Santa Cruz,40,2017-05-31,Good,PM2.5,201722,22,40
10944,Arizona,Santa Cruz,39,2017-06-06,Good,PM2.5,201723,23,39
10957,Arizona,Santa Cruz,66,2017-06-19,Moderate,PM2.5,201725,25,66
10965,Arizona,Santa Cruz,51,2017-06-27,Moderate,PM2.5,201726,26,51
10995,Arizona,Santa Cruz,32,2017-07-27,Good,PM10,201730,30,32
11016,Arizona,Santa Cruz,44,2017-08-17,Good,PM10,201733,33,44
11088,Arizona,Santa Cruz,68,2017-10-28,Moderate,PM2.5,201743,43,68
11094,Arizona,Santa Cruz,56,2017-11-03,Moderate,PM2.5,201744,44,56
11103,Arizona,Santa Cruz,57,2017-11-12,Moderate,PM10,201745,45,57
11106,Arizona,Santa Cruz,59,2017-11-15,Moderate,PM10,201746,46,59
11114,Arizona,Santa Cruz,72,2017-11-23,Moderate,PM10,201747,47,72
11122,Arizona,Santa Cruz,94,2017-12-01,Moderate,PM10,201748,48,94
11145,Arizona,Santa Cruz,167,2017-12-24,Unhealthy,PM2.5,201751,51,167
11146,Arizona,Santa Cruz,186,2017-12-25,Unhealthy,PM2.5,201752,52,186
12187,Arkansas,Clark,74,2017-04-08,Moderate,Ozone,201714,14,74
14883,California,Alameda,40,2017-01-04,Good,NO2,201701,1,40
14894,California,Alameda,68,2017-01-15,Moderate,PM2.5,201702,2,68
14896,California,Alameda,85,2017-01-17,Moderate,PM2.5,201703,3,85
14908,California,Alameda,65,2017-01-29,Moderate,PM2.5,201704,4,65
14911,California,Alameda,87,2017-02-01,Moderate,PM2.5,201705,5,87
14922,California,Alameda,45,2017-02-12,Good,PM2.5,201706,6,45
14925,California,Alameda,56,2017-02-15,Moderate,PM2.5,201707,7,56
14930,California,Alameda,44,2017-02-20,Good,Ozone,201708,8,44
14931,California,Alameda,44,2017-02-21,Good,PM2.5,201708,8,44
14938,California,Alameda,53,2017-02-28,Moderate,PM2.5,201709,9,53
14947,California,Alameda,55,2017-03-09,Moderate,PM2.5,201710,10,55
14952,California,Alameda,50,2017-03-14,Good,PM2.5,201711,11,50
14962,California,Alameda,43,2017-03-24,Good,Ozone,201712,12,43
14967,California,Alameda,59,2017-03-29,Moderate,PM2.5,201713,13,59
14972,California,Alameda,58,2017-04-03,Moderate,PM2.5,201714,14,58
14980,California,Alameda,47,2017-04-11,Good,PM2.5,201715,15,47
14990,California,Alameda,45,2017-04-21,Good,PM2.5,201716,16,45
14999,California,Alameda,55,2017-04-30,Moderate,PM2.5,201717,17,55
15001,California,Alameda,57,2017-05-02,Moderate,PM2.5,201718,18,57
15006,California,Alameda,57,2017-05-07,Moderate,PM2.5,201718,18,57
15007,California,Alameda,68,2017-05-08,Moderate,PM2.5,201719,19,68
15018,California,Alameda,62,2017-05-19,Moderate,PM2.5,201720,20,62
15021,California,Alameda,61,2017-05-22,Moderate,Ozone,201721,21,61
15034,California,Alameda,60,2017-06-04,Moderate,PM2.5,201722,22,60
15035,California,Alameda,68,2017-06-05,Moderate,PM2.5,201723,23,68
15048,California,Alameda,64,2017-06-18,Moderate,PM2.5,201724,24,64
15052,California,Alameda,93,2017-06-22,Moderate,Ozone,201725,25,93
15059,California,Alameda,58,2017-06-29,Moderate,PM2.5,201726,26,58
15068,California,Alameda,65,2017-07-08,Moderate,PM2.5,201727,27,65
15076,California,Alameda,67,2017-07-16,Moderate,PM2.5,201728,28,67
15077,California,Alameda,67,2017-07-17,Moderate,PM2.5,201729,29,67
15088,California,Alameda,54,2017-07-28,Moderate,PM2.5,201730,30,54
15093,California,Alameda,97,2017-08-02,Moderate,Ozone,201731,31,97
15098,California,Alameda,58,2017-08-07,Moderate,PM2.5,201732,32,58
15111,California,Alameda,57,2017-08-20,Moderate,PM2.5,201733,33,57
15117,California,Alameda,129,2017-08-26,Unhealthy for Sensitive Groups,Ozone,201734,34,129
15123,California,Alameda,205,2017-09-01,Very Unhealthy,Ozone,201735,35,205
15126,California,Alameda,149,2017-09-04,Unhealthy for Sensitive Groups,PM2.5,201736,36,149
15138,California,Alameda,64,2017-09-16,Moderate,PM2.5,201737,37,64
15146,California,Alameda,55,2017-09-24,Moderate,PM2.5,201738,38,55
15149,California,Alameda,71,2017-09-27,Moderate,Ozone,201739,39,71
15159,California,Alameda,61,2017-10-07,Moderate,PM2.5,201740,40,61
15165,California,Alameda,159,2017-10-13,Unhealthy,PM2.5,201741,41,159
15169,California,Alameda,95,2017-10-17,Moderate,PM2.5,201742,42,95
15177,California,Alameda,97,2017-10-25,Moderate,Ozone,201743,43,97
15184,California,Alameda,61,2017-11-01,Moderate,PM2.5,201744,44,61
15193,California,Alameda,53,2017-11-10,Moderate,PM2.5,201745,45,53
15195,California,Alameda,53,2017-11-12,Moderate,PM2.5,201745,45,53
15202,California,Alameda,63,2017-11-19,Moderate,PM2.5,201746,46,63
15203,California,Alameda,76,2017-11-20,Moderate,PM2.5,201747,47,76
15215,California,Alameda,72,2017-12-02,Moderate,PM2.5,201748,48,72
15222,California,Alameda,87,2017-12-09,Moderate,PM2.5,201749,49,87
15228,California,Alameda,122,2017-12-15,Unhealthy for Sensitive Groups,PM2.5,201750,50,122
15237,California,Alameda,91,2017-12-24,Moderate,PM2.5,201751,51,91
15244,California,Alameda,116,2017-12-31,Unhealthy for Sensitive Groups,PM2.5,201752,52,116
15245,California,Amador,28,2017-01-01,Good,Ozone,201752,52,28
15247,California,Amador,34,2017-01-03,Good,Ozone,201701,1,34
15254,California,Amador,36,2017-01-10,Good,Ozone,201702,2,36
15262,California,Amador,39,2017-01-18,Good,Ozone,201703,3,39
15267,California,Amador,32,2017-01-23,Good,Ozone,201704,4,32
15276,California,Amador,39,2017-02-01,Good,Ozone,201705,5,39
15281,California,Amador,40,2017-02-06,Good,Ozone,201706,6,40
15292,California,Amador,38,2017-02-17,Good,Ozone,201707,7,38
15300,California,Amador,37,2017-02-25,Good,Ozone,201708,8,37
15308,California,Amador,39,2017-03-05,Good,Ozone,201709,9,39
15309,California,Amador,35,2017-03-06,Good,Ozone,201710,10,35
15318,California,Amador,41,2017-03-15,Good,Ozone,201711,11,41
15329,California,Amador,39,2017-03-26,Good,Ozone,201712,12,39
15333,California,Amador,40,2017-03-30,Good,Ozone,201713,13,40
15335,California,Amador,40,2017-04-01,Good,Ozone,201713,13,40
15340,California,Amador,45,2017-04-06,Good,Ozone,201714,14,45
15341,California,Amador,45,2017-04-07,Good,Ozone,201714,14,45
15345,California,Amador,43,2017-04-11,Good,Ozone,201715,15,43
15353,California,Amador,46,2017-04-19,Good,Ozone,201716,16,46
15363,California,Amador,47,2017-04-29,Good,Ozone,201717,17,47
15365,California,Amador,45,2017-05-01,Good,Ozone,201718,18,45
15373,California,Amador,50,2017-05-09,Good,Ozone,201719,19,50
15384,California,Amador,54,2017-05-20,Moderate,Ozone,201720,20,54
15385,California,Amador,54,2017-05-21,Moderate,Ozone,201720,20,54
15387,California,Amador,90,2017-05-23,Moderate,Ozone,201721,21,90
15399,California,Amador,64,2017-06-04,Moderate,Ozone,201722,22,64
15401,California,Amador,84,2017-06-06,Moderate,Ozone,201723,23,84
15409,California,Amador,47,2017-06-15,Good,Ozone,201724,24,47
15416,California,Amador,101,2017-06-22,Unhealthy for Sensitive Groups,Ozone,201725,25,101
15426,California,Amador,61,2017-07-02,Moderate,Ozone,201726,26,61
15430,California,Amador,84,2017-07-06,Moderate,Ozone,201727,27,84
15435,California,Amador,71,2017-07-11,Moderate,Ozone,201728,28,71
15439,California,Amador,71,2017-07-15,Moderate,Ozone,201728,28,71
15447,California,Amador,84,2017-07-23,Moderate,Ozone,201729,29,84
15451,California,Amador,84,2017-07-27,Moderate,Ozone,201730,30,84
15457,California,Amador,97,2017-08-02,Moderate,Ozone,201731,31,97
15466,California,Amador,74,2017-08-11,Moderate,Ozone,201732,32,74
15475,California,Amador,71,2017-08-20,Moderate,Ozone,201733,33,71
15478,California,Amador,90,2017-08-23,Moderate,Ozone,201734,34,90
15487,California,Amador,136,2017-09-01,Unhealthy for Sensitive Groups,Ozone,201735,35,136
15496,California,Amador,71,2017-09-10,Moderate,Ozone,201736,36,71
15503,California,Amador,64,2017-09-17,Moderate,Ozone,201737,37,64
15509,California,Amador,42,2017-09-24,Good,Ozone,201738,38,42
15513,California,Amador,61,2017-09-28,Moderate,Ozone,201739,39,61
15514,California,Amador,61,2017-09-29,Moderate,Ozone,201739,39,61
15522,California,Amador,64,2017-10-07,Moderate,Ozone,201740,40,64
15526,California,Amador,47,2017-10-11,Good,Ozone,201741,41,47
15533,California,Amador,67,2017-10-18,Moderate,Ozone,201742,42,67
15543,California,Amador,61,2017-10-28,Moderate,Ozone,201743,43,61
15547,California,Amador,41,2017-11-01,Good,Ozone,201744,44,41
15552,California,Amador,32,2017-11-06,Good,Ozone,201745,45,32
15559,California,Amador,31,2017-11-13,Good,Ozone,201746,46,31
15563,California,Amador,31,2017-11-17,Good,Ozone,201746,46,31
15571,California,Amador,32,2017-11-25,Good,Ozone,201747,47,32
15573,California,Amador,34,2017-11-27,Good,Ozone,201748,48,34
15580,California,Amador,31,2017-12-04,Good,Ozone,201749,49,31
15592,California,Amador,32,2017-12-16,Good,Ozone,201750,50,32
15596,California,Amador,31,2017-12-20,Good,Ozone,201751,51,31
15608,California,Butte,43,2017-01-02,Good,PM2.5,201701,1,43
15620,California,Butte,76,2017-01-14,Moderate,PM2.5,201702,2,76
15621,California,Butte,76,2017-01-15,Moderate,PM2.5,201702,2,76
15623,California,Butte,109,2017-01-17,Unhealthy for Sensitive Groups,PM2.5,201703,3,109
15635,California,Butte,74,2017-01-29,Moderate,PM2.5,201704,4,74
15638,California,Butte,91,2017-02-01,Moderate,PM2.5,201705,5,91
15643,California,Butte,43,2017-02-06,Good,Ozone,201706,6,43
15652,California,Butte,69,2017-02-15,Moderate,PM2.5,201707,7,69
15662,California,Butte,113,2017-02-25,Unhealthy for Sensitive Groups,PM2.5,201708,8,113
15668,California,Butte,71,2017-03-03,Moderate,PM2.5,201709,9,71
15676,California,Butte,63,2017-03-11,Moderate,PM2.5,201710,10,63
15678,California,Butte,60,2017-03-13,Moderate,PM2.5,201711,11,60
15689,California,Butte,45,2017-03-24,Good,Ozone,201712,12,45
15691,California,Butte,45,2017-03-26,Good,Ozone,201712,12,45
15695,California,Butte,49,2017-03-30,Good,PM2.5,201713,13,49
15701,California,Butte,64,2017-04-05,Moderate,Ozone,201714,14,64
15707,California,Butte,48,2017-04-11,Good,PM2.5,201715,15,48
15726,California,Butte,58,2017-04-30,Moderate,Ozone,201717,17,58
15730,California,Butte,74,2017-05-04,Moderate,Ozone,201718,18,74
15736,California,Butte,61,2017-05-10,Moderate,Ozone,201719,19,61
15746,California,Butte,71,2017-05-20,Moderate,Ozone,201720,20,71
15750,California,Butte,105,2017-05-24,Unhealthy for Sensitive Groups,Ozone,201721,21,105
15760,California,Butte,87,2017-06-03,Moderate,Ozone,201722,22,87
15763,California,Butte,115,2017-06-06,Unhealthy for Sensitive Groups,Ozone,201723,23,115
15781,California,Butte,105,2017-06-24,Unhealthy for Sensitive Groups,Ozone,201725,25,105
15789,California,Butte,97,2017-07-02,Moderate,Ozone,201726,26,97
15796,California,Butte,105,2017-07-09,Unhealthy for Sensitive Groups,Ozone,201727,27,105
15801,California,Butte,93,2017-07-14,Moderate,Ozone,201728,28,93
15810,California,Butte,108,2017-07-23,Unhealthy for Sensitive Groups,Ozone,201729,29,108
15812,California,Butte,97,2017-07-25,Moderate,Ozone,201730,30,97
15820,California,Butte,129,2017-08-02,Unhealthy for Sensitive Groups,Ozone,201731,31,129
15827,California,Butte,93,2017-08-09,Moderate,Ozone,201732,32,93
15837,California,Butte,112,2017-08-19,Unhealthy for Sensitive Groups,Ozone,201733,33,112
15841,California,Butte,84,2017-08-23,Moderate,Ozone,201734,34,84
15851,California,Butte,133,2017-09-02,Unhealthy for Sensitive Groups,Ozone,201735,35,133
15860,California,Butte,115,2017-09-11,Unhealthy for Sensitive Groups,Ozone,201737,37,115
15870,California,Butte,78,2017-09-21,Moderate,PM2.5,201738,38,78
15878,California,Butte,84,2017-09-29,Moderate,Ozone,201739,39,84
15886,California,Butte,80,2017-10-07,Moderate,Ozone,201740,40,80
15889,California,Butte,154,2017-10-10,Unhealthy,PM2.5,201741,41,154
15897,California,Butte,87,2017-10-18,Moderate,Ozone,201742,42,87
15905,California,Butte,71,2017-10-26,Moderate,PM2.5,201743,43,71
15911,California,Butte,71,2017-11-01,Moderate,PM2.5,201744,44,71
15918,California,Butte,74,2017-11-08,Moderate,PM2.5,201745,45,74
15929,California,Butte,91,2017-11-19,Moderate,PM2.5,201746,46,91
15932,California,Butte,89,2017-11-22,Moderate,PM2.5,201747,47,89
15942,California,Butte,93,2017-12-02,Moderate,PM2.5,201748,48,93
15949,California,Butte,115,2017-12-09,Unhealthy for Sensitive Groups,PM2.5,201749,49,115
15951,California,Butte,85,2017-12-11,Moderate,PM2.5,201750,50,85
15952,California,Butte,85,2017-12-12,Moderate,PM2.5,201750,50,85
15953,California,Butte,85,2017-12-13,Moderate,PM2.5,201750,50,85
15963,California,Butte,100,2017-12-23,Moderate,PM2.5,201751,51,100
15971,California,Butte,110,2017-12-31,Unhealthy for Sensitive Groups,PM2.5,201752,52,110
15977,California,Calaveras,58,2017-01-06,Moderate,PM2.5,201701,1,58
15986,California,Calaveras,62,2017-01-15,Moderate,PM2.5,201702,2,62
15988,California,Calaveras,63,2017-01-17,Moderate,PM2.5,201703,3,63
16000,California,Calaveras,58,2017-01-29,Moderate,PM2.5,201704,4,58
16001,California,Calaveras,56,2017-01-30,Moderate,PM2.5,201705,5,56
16014,California,Calaveras,51,2017-02-12,Moderate,PM2.5,201706,6,51
16015,California,Calaveras,55,2017-02-13,Moderate,PM2.5,201707,7,55
16023,California,Calaveras,45,2017-02-21,Good,PM2.5,201708,8,45
16035,California,Calaveras,45,2017-03-05,Good,Ozone,201709,9,45
16036,California,Calaveras,43,2017-03-06,Good,Ozone,201710,10,43
16045,California,Calaveras,49,2017-03-15,Good,Ozone,201711,11,49
16056,California,Calaveras,44,2017-03-26,Good,Ozone,201712,12,44
16058,California,Calaveras,44,2017-03-28,Good,Ozone,201713,13,44
16059,California,Calaveras,47,2017-04-07,Good,Ozone,201714,14,47
16063,California,Calaveras,46,2017-04-11,Good,Ozone,201715,15,46
16071,California,Calaveras,49,2017-04-19,Good,Ozone,201716,16,49
16079,California,Calaveras,51,2017-04-27,Moderate,Ozone,201717,17,51
16081,California,Calaveras,51,2017-04-29,Moderate,Ozone,201717,17,51
16083,California,Calaveras,51,2017-05-01,Moderate,Ozone,201718,18,51
16091,California,Calaveras,61,2017-05-09,Moderate,Ozone,201719,19,61
16102,California,Calaveras,67,2017-05-20,Moderate,Ozone,201720,20,67
16103,California,Calaveras,67,2017-05-21,Moderate,Ozone,201720,20,67
16105,California,Calaveras,100,2017-05-23,Moderate,Ozone,201721,21,100
16115,California,Calaveras,84,2017-06-02,Moderate,Ozone,201722,22,84
16119,California,Calaveras,100,2017-06-06,Moderate,Ozone,201723,23,100
16131,California,Calaveras,74,2017-06-18,Moderate,Ozone,201724,24,74
16133,California,Calaveras,112,2017-06-21,Unhealthy for Sensitive Groups,Ozone,201725,25,112
16143,California,Calaveras,87,2017-07-02,Moderate,Ozone,201726,26,87
16147,California,Calaveras,108,2017-07-06,Unhealthy for Sensitive Groups,Ozone,201727,27,108
16156,California,Calaveras,105,2017-07-15,Unhealthy for Sensitive Groups,Ozone,201728,28,105
16164,California,Calaveras,97,2017-07-23,Moderate,Ozone,201729,29,97
16165,California,Calaveras,93,2017-07-24,Moderate,Ozone,201730,30,93
16168,California,Calaveras,93,2017-07-27,Moderate,Ozone,201730,30,93
16174,California,Calaveras,126,2017-08-02,Unhealthy for Sensitive Groups,Ozone,201731,31,126
16183,California,Calaveras,84,2017-08-11,Moderate,Ozone,201732,32,84
16190,California,Calaveras,90,2017-08-18,Moderate,Ozone,201733,33,90
16195,California,Calaveras,100,2017-08-23,Moderate,Ozone,201734,34,100
16204,California,Calaveras,172,2017-09-01,Unhealthy,Ozone,201735,35,172
16207,California,Calaveras,106,2017-09-04,Unhealthy for Sensitive Groups,PM2.5,201736,36,106
16220,California,Calaveras,84,2017-09-17,Moderate,Ozone,201737,37,84
16221,California,Calaveras,56,2017-09-18,Moderate,PM2.5,201738,38,56
16231,California,Calaveras,84,2017-09-28,Moderate,Ozone,201739,39,84
16240,California,Calaveras,74,2017-10-07,Moderate,Ozone,201740,40,74
16244,California,Calaveras,144,2017-10-11,Unhealthy for Sensitive Groups,PM2.5,201741,41,144
16251,California,Calaveras,105,2017-10-18,Unhealthy for Sensitive Groups,Ozone,201742,42,105
16260,California,Calaveras,90,2017-10-27,Moderate,Ozone,201743,43,90
16265,California,Calaveras,58,2017-11-01,Moderate,PM2.5,201744,44,58
16276,California,Calaveras,44,2017-11-12,Good,PM2.5,201745,45,44
16283,California,Calaveras,58,2017-11-19,Moderate,PM2.5,201746,46,58
16289,California,Calaveras,69,2017-11-25,Moderate,PM2.5,201747,47,69
16296,California,Calaveras,72,2017-12-02,Moderate,PM2.5,201748,48,72
16303,California,Calaveras,67,2017-12-09,Moderate,PM2.5,201749,49,67
16311,California,Calaveras,61,2017-12-17,Moderate,PM2.5,201750,50,61
16318,California,Calaveras,65,2017-12-24,Moderate,PM2.5,201751,51,65
16319,California,Calaveras,72,2017-12-25,Moderate,PM2.5,201752,52,72
16327,California,Colusa,34,2017-01-02,Good,Ozone,201701,1,34
16340,California,Colusa,56,2017-01-15,Moderate,PM2.5,201702,2,56
16343,California,Colusa,68,2017-01-18,Moderate,PM2.5,201703,3,68
16348,California,Colusa,36,2017-01-23,Good,Ozone,201704,4,36
16356,California,Colusa,48,2017-01-31,Good,PM2.5,201705,5,48
16362,California,Colusa,38,2017-02-06,Good,Ozone,201706,6,38
16371,California,Colusa,56,2017-02-15,Moderate,PM2.5,201707,7,56
16376,California,Colusa,45,2017-02-20,Good,Ozone,201708,8,45
16389,California,Colusa,44,2017-03-05,Good,Ozone,201709,9,44
16390,California,Colusa,38,2017-03-06,Good,Ozone,201710,10,38
16398,California,Colusa,41,2017-03-14,Good,Ozone,201711,11,41
16405,California,Colusa,41,2017-03-21,Good,Ozone,201712,12,41
16409,California,Colusa,41,2017-03-25,Good,Ozone,201712,12,41
16412,California,Colusa,47,2017-03-28,Good,Ozone,201713,13,47
16418,California,Colusa,45,2017-04-03,Good,Ozone,201714,14,45
16425,California,Colusa,44,2017-04-10,Good,Ozone,201715,15,44
16436,California,Colusa,46,2017-04-21,Good,Ozone,201716,16,46
16442,California,Colusa,49,2017-04-27,Good,Ozone,201717,17,49
16452,California,Colusa,52,2017-05-07,Moderate,PM10,201718,18,52
16453,California,Colusa,47,2017-05-08,Good,Ozone,201719,19,47
16454,California,Colusa,47,2017-05-09,Good,PM10,201719,19,47
16466,California,Colusa,40,2017-05-21,Good,PM2.5,201720,20,40
16473,California,Colusa,51,2017-05-28,Moderate,Ozone,201721,21,51
16474,California,Colusa,54,2017-05-29,Moderate,Ozone,201722,22,54
16483,California,Colusa,38,2017-06-07,Good,PM2.5,201723,23,38
16489,California,Colusa,138,2017-06-13,Unhealthy for Sensitive Groups,PM2.5,201724,24,138
16496,California,Colusa,53,2017-06-20,Moderate,PM2.5,201725,25,53
16507,California,Colusa,50,2017-07-01,Good,Ozone,201726,26,50
16511,California,Colusa,48,2017-07-05,Good,PM2.5,201727,27,48
16518,California,Colusa,43,2017-07-12,Good,PM2.5,201728,28,43
16526,California,Colusa,74,2017-07-20,Moderate,Ozone,201729,29,74
16534,California,Colusa,61,2017-07-28,Moderate,Ozone,201730,30,61
16539,California,Colusa,93,2017-08-02,Moderate,Ozone,201731,31,93
16548,California,Colusa,52,2017-08-11,Moderate,PM2.5,201732,32,52
16556,California,Colusa,74,2017-08-19,Moderate,Ozone,201733,33,74
16560,California,Colusa,74,2017-08-23,Moderate,Ozone,201734,34,74
16569,California,Colusa,139,2017-09-01,Unhealthy for Sensitive Groups,PM2.5,201735,35,139
16572,California,Colusa,106,2017-09-04,Unhealthy for Sensitive Groups,PM2.5,201736,36,106
16585,California,Colusa,70,2017-09-17,Moderate,PM2.5,201737,37,70
16587,California,Colusa,47,2017-09-19,Good,PM2.5,201738,38,47
16599,California,Colusa,66,2017-10-01,Moderate,PM10,201739,39,66
16606,California,Colusa,79,2017-10-08,Moderate,PM10,201740,40,79
16608,California,Colusa,193,2017-10-10,Unhealthy,PM2.5,201741,41,193
16615,California,Colusa,71,2017-10-17,Moderate,PM10,201742,42,71
16623,California,Colusa,84,2017-10-25,Moderate,PM2.5,201743,43,84
16630,California,Colusa,64,2017-11-01,Moderate,PM2.5,201744,44,64
16637,California,Colusa,62,2017-11-08,Moderate,PM2.5,201745,45,62
16646,California,Colusa,32,2017-11-17,Good,Ozone,201746,46,32
16653,California,Colusa,57,2017-11-24,Moderate,PM2.5,201747,47,57
16661,California,Colusa,68,2017-12-02,Moderate,PM2.5,201748,48,68
16667,California,Colusa,79,2017-12-08,Moderate,PM2.5,201749,49,79
16673,California,Colusa,74,2017-12-14,Moderate,PM2.5,201750,50,74
16674,California,Colusa,74,2017-12-15,Moderate,PM2.5,201750,50,74
16677,California,Colusa,90,2017-12-18,Moderate,PM2.5,201751,51,90
16678,California,Colusa,90,2017-12-19,Moderate,PM2.5,201751,51,90
16686,California,Colusa,65,2017-12-27,Moderate,PM2.5,201752,52,65
16696,California,Contra Costa,47,2017-01-06,Good,PM2.5,201701,1,47
16705,California,Contra Costa,64,2017-01-15,Moderate,PM2.5,201702,2,64
16707,California,Contra Costa,83,2017-01-17,Moderate,PM2.5,201703,3,83
16718,California,Contra Costa,56,2017-01-28,Moderate,PM2.5,201704,4,56
16719,California,Contra Costa,56,2017-01-29,Moderate,PM2.5,201704,4,56
16722,California,Contra Costa,90,2017-02-01,Moderate,PM2.5,201705,5,90
16727,California,Contra Costa,35,2017-02-06,Good,Ozone,201706,6,35
16731,California,Contra Costa,35,2017-02-10,Good,Ozone,201706,6,35
16733,California,Contra Costa,35,2017-02-12,Good,PM2.5,201706,6,35
16736,California,Contra Costa,64,2017-02-15,Moderate,PM2.5,201707,7,64
16746,California,Contra Costa,43,2017-02-25,Good,PM2.5,201708,8,43
16754,California,Contra Costa,42,2017-03-05,Good,Ozone,201709,9,42
16756,California,Contra Costa,40,2017-03-07,Good,Ozone,201710,10,40
16763,California,Contra Costa,50,2017-03-14,Good,Ozone,201711,11,50
16770,California,Contra Costa,41,2017-03-21,Good,Ozone,201712,12,41
16771,California,Contra Costa,41,2017-03-22,Good,Ozone,201712,12,41
16782,California,Contra Costa,57,2017-04-02,Moderate,PM2.5,201713,13,57
16784,California,Contra Costa,54,2017-04-04,Moderate,PM2.5,201714,14,54
16790,California,Contra Costa,46,2017-04-10,Good,Ozone,201715,15,46
16800,California,Contra Costa,48,2017-04-20,Good,Ozone,201716,16,48
16808,California,Contra Costa,54,2017-04-28,Moderate,Ozone,201717,17,54
16817,California,Contra Costa,57,2017-05-07,Moderate,PM2.5,201718,18,57
16818,California,Contra Costa,66,2017-05-08,Moderate,PM2.5,201719,19,66
16819,California,Contra Costa,66,2017-05-09,Moderate,PM2.5,201719,19,66
16831,California,Contra Costa,64,2017-05-21,Moderate,Ozone,201720,20,64
16832,California,Contra Costa,84,2017-05-22,Moderate,Ozone,201721,21,84
16845,California,Contra Costa,55,2017-06-04,Moderate,PM2.5,201722,22,55
16846,California,Contra Costa,57,2017-06-05,Moderate,PM2.5,201723,23,57
16859,California,Contra Costa,63,2017-06-18,Moderate,PM2.5,201724,24,63
16863,California,Contra Costa,97,2017-06-22,Moderate,Ozone,201725,25,97
16870,California,Contra Costa,54,2017-06-29,Moderate,PM2.5,201726,26,54
16878,California,Contra Costa,58,2017-07-07,Moderate,Ozone,201727,27,58
16879,California,Contra Costa,58,2017-07-08,Moderate,Ozone,201727,27,58
16887,California,Contra Costa,61,2017-07-16,Moderate,PM2.5,201728,28,61
16893,California,Contra Costa,64,2017-07-22,Moderate,Ozone,201729,29,64
16899,California,Contra Costa,54,2017-07-28,Moderate,PM2.5,201730,30,54
16908,California,Contra Costa,57,2017-08-06,Moderate,PM2.5,201731,31,57
16909,California,Contra Costa,62,2017-08-07,Moderate,PM2.5,201732,32,62
16920,California,Contra Costa,58,2017-08-18,Moderate,PM2.5,201733,33,58
16928,California,Contra Costa,115,2017-08-26,Unhealthy for Sensitive Groups,Ozone,201734,34,115
16936,California,Contra Costa,135,2017-09-03,Unhealthy for Sensitive Groups,PM2.5,201735,35,135
16937,California,Contra Costa,129,2017-09-04,Unhealthy for Sensitive Groups,PM2.5,201736,36,129
16949,California,Contra Costa,65,2017-09-16,Moderate,PM2.5,201737,37,65
16955,California,Contra Costa,37,2017-09-22,Good,PM2.5,201738,38,37
16960,California,Contra Costa,58,2017-09-27,Moderate,Ozone,201739,39,58
16970,California,Contra Costa,67,2017-10-07,Moderate,Ozone,201740,40,67
16974,California,Contra Costa,169,2017-10-11,Unhealthy,PM2.5,201741,41,169
16980,California,Contra Costa,101,2017-10-17,Unhealthy for Sensitive Groups,PM2.5,201742,42,101
16988,California,Contra Costa,97,2017-10-25,Moderate,Ozone,201743,43,97
16994,California,Contra Costa,52,2017-10-31,Moderate,PM2.5,201744,44,52
17002,California,Contra Costa,45,2017-11-08,Good,PM2.5,201745,45,45
17013,California,Contra Costa,56,2017-11-19,Moderate,PM2.5,201746,46,56
17014,California,Contra Costa,78,2017-11-20,Moderate,PM2.5,201747,47,78
17026,California,Contra Costa,70,2017-12-02,Moderate,PM2.5,201748,48,70
17032,California,Contra Costa,76,2017-12-08,Moderate,PM2.5,201749,49,76
17039,California,Contra Costa,118,2017-12-15,Unhealthy for Sensitive Groups,PM2.5,201750,50,118
17048,California,Contra Costa,87,2017-12-24,Moderate,PM2.5,201751,51,87
17054,California,Contra Costa,95,2017-12-30,Moderate,PM2.5,201752,52,95
17059,California,Del Norte,40,2017-01-04,Good,PM2.5,201701,1,40
17070,California,Del Norte,52,2017-01-15,Moderate,PM2.5,201702,2,52
17071,California,Del Norte,58,2017-01-16,Moderate,PM2.5,201703,3,58
17083,California,Del Norte,58,2017-01-28,Moderate,PM2.5,201704,4,58
17085,California,Del Norte,41,2017-01-30,Good,PM2.5,201705,5,41
17095,California,Del Norte,45,2017-02-09,Good,PM2.5,201706,6,45
